Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Rwanda,5000 ,1700 , 13 000,,5800 ,2100 , 14 000,,6500 ,2500 , 15 000,,6900 ,2700 , 16 000,,7400 ,3000 , 17 000,,8000 ,3300 , 18 000,,9000 ,3900 , 19 000,,10 000 ,4600 , 21 000,,12 000 ,5300 , 24 000,,13 000 ,6100 , 26 000,,14 000 ,6800 , 27 000,,15 000 ,7300 , 29 000,,15 000 ,7700 , 30 000,,16 000 ,8000 , 31 000,,16 000 ,8300 , 32 000,,16 000 ,8800 , 34 000,,17 000 ,9600 , 36 000,,19 000 ,11 000 , 38 000,,20 000 ,12 000 , 41 000,,23 000 ,14 000 , 44 000,,25 000 ,16 000 , 48 000,,27 000 ,18 000 , 52 000,,30 000 ,20 000 , 56 000,,33 000 ,22 000 , 59 000,,35 000 ,25 000 , 63 000,,38 000 ,27 000 , 66 000,,41 000 ,30 000 , 70 000,,44 000 ,32 000 , 73 000,,47 000 ,35 000 , 77 000,,49 000 ,38 000 , 80 000,,52 000 ,41 000 , 83 000,
Sao Tome and Principe,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,
Saudi Arabia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,1100 ,<1000 , 1300,,1200 ,<1000 , 1500,,1400 ,1100 , 1700,,1600 ,1300 , 1900,,1800 ,1400 , 2100,,2000 ,1600 , 2400,,2200 ,1800 , 2600,
Senegal,<500 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<500 , 1200,,<1000 ,<500 , 1500,,<1000 ,<1000 , 1800,,1100 ,<1000 , 2100,,1300 ,<1000 , 2500,,1500 ,<1000 , 2900,,1800 ,<1000 , 3200,,2000 ,1200 , 3700,,2200 ,1300 , 4100,,2500 ,1500 , 4600,,2800 ,1700 , 5000,,3000 ,1900 , 5400,,3300 ,2100 , 5700,,3500 ,2200 , 6000,,3600 ,2400 , 6200,,3800 ,2500 , 6400,,4100 ,2800 , 6800,,4500 ,3200 , 7300,,5000 ,3700 , 7900,,5400 ,4100 , 8400,,5800 ,4500 , 8900,,6300 ,5000 , 9200,,6700 ,5400 , 9600,,7300 ,6000 , 10 000,,7800 ,6600 , 11 000,,8400 ,7100 , 11 000,,9000 ,7700 , 12 000,,9600 ,8200 , 12 000,,10 000 ,8800 , 13 000,
Serbia,<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1100,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1300,"Children estimates were not available at the time of publication.",1000 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1500,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1700,"Children estimates were not available at the time of publication."
Sierra Leone,1400 ,<500 , 3200,,1700 ,<1000 , 3900,,2000 ,<1000 , 4300,,2300 ,<1000 , 4800,,2500 ,1100 , 5300,,2800 ,1300 , 5800,,3000 ,1400 , 6300,,3200 ,1500 , 6600,,3400 ,1700 , 7300,,3600 ,1800 , 7600,,3800 ,1800 , 8200,,4000 ,1900 , 8700,,4200 ,2000 , 8900,,4300 ,2100 , 9100,,4400 ,2200 , 9200,,4500 ,2300 , 9400,,4500 ,2400 , 9400,,4600 ,2400 , 9400,,4700 ,2500 , 9400,,4800 ,2600 , 9500,,4900 ,2700 , 9700,,5100 ,2800 , 9900,,5300 ,3000 , 10 000,,5600 ,3200 , 10 000,,5800 ,3300 , 11 000,,6100 ,3600 , 11 000,,6400 ,3800 , 11 000,,6800 ,4200 , 12 000,,7200 ,4500 , 13 000,,7600 ,4900 , 13 000,,8100 ,5300 , 14 000,
Singapore,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , 1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1200,"Children estimates were not available at the time of publication.",<1000 ,<1000 , 1400,"Children estimates were not available at the time of publication.",1100 ,<1000 , 1600,"Children estimates were not available at the time of publication.",1200 ,<1000 , 1800,"Children estimates were not available at the time of publication.",1400 ,1000 , 2100,"Children estimates were not available at the time of publication.",1700 ,1200 , 2400,"Children estimates were not available at the time of publication.",1900 ,1400 , 2700,"Children estimates were not available at the time of publication.",2200 ,1600 , 3000,"Children estimates were not available at the time of publication.",2500 ,1800 , 3300,"Children estimates were not available at the time of publication.",2700 ,2100 , 3600,"Children estimates were not available at the time of publication.",3000 ,2300 , 3900,"Children estimates were not available at the time of publication.",3300 ,2600 , 4200,"Children estimates were not available at the time of publication.",3600 ,2800 , 4500,"Children estimates were not available at the time of publication.",3800 ,3100 , 4800,"Children estimates were not available at the time of publication.",4100 ,3400 , 5100,"Children estimates were not available at the time of publication."
Slovakia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Slovenia,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication."
Somalia,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1100,,<1000 ,<500 , 1300,,<1000 ,<500 , 1400,,<1000 ,<1000 , 1600,,<1000 ,<1000 , 1700,,1100 ,<1000 , 1900,,1100 ,<1000 , 2000,,1200 ,<1000 , 2100,,1200 ,<1000 , 2100,,1300 ,<1000 , 2200,,1300 ,<1000 , 2100,,1300 ,<1000 , 2100,,1300 ,<1000 , 2100,,1300 ,<1000 , 2100,,1300 ,<1000 , 2000,,1300 ,1000 , 2000,,1400 ,1100 , 2000,,1400 ,1100 , 2000,,1500 ,1200 , 2100,,1500 ,1300 , 2100,,1600 ,1300 , 2200,,1700 ,1400 , 2300,
South Africa,4300 ,1500 , 12 000,,7000 ,2300 , 19 000,,11 000 ,3600 , 30 000,,16 000 ,5400 , 44 000,,23 000 ,7700 , 60 000,,32 000 ,11 000 , 79 000,,42 000 ,14 000 , 100 000,,55 000 ,18 000 , 130 000,,70 000 ,24 000 , 160 000,,87 000 ,31 000 , 200 000,,110 000 ,39 000 , 250 000,,130 000 ,48 000 , 300 000,,150 000 ,59 000 , 360 000,,180 000 ,69 000 , 420 000,,210 000 ,80 000 , 480 000,,240 000 ,92 000 , 550 000,,270 000 ,110 000 , 630 000,,310 000 ,120 000 , 710 000,,350 000 ,140 000 , 800 000,,400 000 ,170 000 , 890 000,,460 000 ,190 000 , 1 000 000,,530 000 ,220 000 , 1 100 000,,600 000 ,260 000 , 1 300 000,,680 000 ,310 000 , 1 400 000,,760 000 ,360 000 , 1 500 000,,860 000 ,420 000 , 1 700 000,,960 000 ,470 000 , 1 800 000,,1 100 000 ,540 000 , 2 000 000,,1 200 000 ,620 000 , 2 100 000,,1 300 000 ,710 000 , 2 300 000,,1 400 000 ,810 000 , 2 500 000,
South Sudan,1700 ,<500 , 4500,,2100 ,<1000 , 5300,,2600 ,<1000 , 6300,,3000 ,1100 , 7200,,3500 ,1300 , 8000,,4100 ,1500 , 9000,,4800 ,1900 , 11 000,,5500 ,2200 , 12 000,,6200 ,2500 , 14 000,,7000 ,2900 , 16 000,,7600 ,3200 , 17 000,,8100 ,3400 , 18 000,,8600 ,3600 , 19 000,,9100 ,3900 , 20 000,,9500 ,4200 , 20 000,,10 000 ,4400 , 21 000,,10 000 ,4600 , 22 000,,11 000 ,4900 , 23 000,,12 000 ,5200 , 24 000,,12 000 ,5500 , 25 000,,13 000 ,5900 , 26 000,,13 000 ,6100 , 26 000,,14 000 ,6100 , 27 000,,14 000 ,6500 , 28 000,,14 000 ,6900 , 29 000,,15 000 ,7300 , 30 000,,16 000 ,7800 , 31 000,,17 000 ,8400 , 32 000,,17 000 ,9200 , 34 000,,18 000 ,9600 , 36 000,,19 000 ,10 000 , 39 000,
Spain,5900 ,2200 , 11 000,"Children estimates were not available at the time of publication.",6800 ,2700 , 13 000,"Children estimates were not available at the time of publication.",7500 ,3200 , 15 000,"Children estimates were not available at the time of publication.",8100 ,3800 , 16 000,"Children estimates were not available at the time of publication.",8600 ,4300 , 17 000,"Children estimates were not available at the time of publication.",9000 ,4700 , 18 000,"Children estimates were not available at the time of publication.",9400 ,5200 , 19 000,"Children estimates were not available at the time of publication.",10 000 ,5900 , 20 000,"Children estimates were not available at the time of publication.",11 000 ,6900 , 21 000,"Children estimates were not available at the time of publication.",13 000 ,8000 , 23 000,"Children estimates were not available at the time of publication.",14 000 ,9300 , 25 000,"Children estimates were not available at the time of publication.",16 000 ,11 000 , 27 000,"Children estimates were not available at the time of publication.",18 000 ,12 000 , 29 000,"Children estimates were not available at the time of publication.",20 000 ,14 000 , 31 000,"Children estimates were not available at the time of publication.",22 000 ,15 000 , 34 000,"Children estimates were not available at the time of publication.",24 000 ,17 000 , 37 000,"Children estimates were not available at the time of publication.",27 000 ,19 000 , 40 000,"Children estimates were not available at the time of publication.",30 000 ,21 000 , 43 000,"Children estimates were not available at the time of publication.",33 000 ,24 000 , 46 000,"Children estimates were not available at the time of publication.",36 000 ,26 000 , 50 000,"Children estimates were not available at the time of publication.",39 000 ,29 000 , 54 000,"Children estimates were not available at the time of publication.",43 000 ,32 000 , 57 000,"Children estimates were not available at the time of publication.",47 000 ,35 000 , 61 000,"Children estimates were not available at the time of publication.",50 000 ,37 000 , 66 000,"Children estimates were not available at the time of publication.",54 000 ,41 000 , 70 000,"Children estimates were not available at the time of publication.",58 000 ,44 000 , 74 000,"Children estimates were not available at the time of publication.",63 000 ,47 000 , 79 000,"Children estimates were not available at the time of publication.",67 000 ,51 000 , 84 000,"Children estimates were not available at the time of publication.",71 000 ,54 000 , 89 000,"Children estimates were not available at the time of publication.",75 000 ,58 000 , 94 000,"Children estimates were not available at the time of publication.",80 000 ,61 000 , 98 000,"Children estimates were not available at the time of publication."
Sri Lanka,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,1000 ,<1000 , 1300,
Sudan,<100 ,<100 , <1000,,<200 ,<100 , <1000,,<200 ,<100 , <1000,,<500 ,<100 , 1400,,<500 ,<100 , 2000,,<1000 ,<100 , 2400,,<1000 ,<200 , 3300,,1200 ,<200 , 3800,,1500 ,<500 , 4400,,1700 ,<500 , 4800,,2000 ,<1000 , 5300,,2300 ,<1000 , 5900,,2500 ,<1000 , 6400,,2700 ,1000 , 6600,,2900 ,1200 , 6700,,3000 ,1300 , 6800,,3100 ,1300 , 7100,,3300 ,1400 , 7400,,3400 ,1500 , 7800,,3600 ,1700 , 8400,,3900 ,1900 , 9000,,4100 ,2100 , 9500,,4300 ,2300 , 10 000,,4600 ,2500 , 11 000,,4800 ,2700 , 11 000,,5100 ,2900 , 11 000,,5400 ,3100 , 12 000,,5800 ,3400 , 13 000,,6200 ,3800 , 14 000,,6700 ,4100 , 14 000,,7100 ,4500 , 15 000,
Suriname,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , 1000,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1400,,1000 ,<1000 , 1600,,1200 ,<1000 , 1800,,1300 ,1000 , 2000,,1400 ,1100 , 2100,,1500 ,1300 , 2300,,1700 ,1400 , 2400,,1800 ,1500 , 2600,
Sweden,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Switzerland,1300 ,<1000 , 2100,"Children estimates were not available at the time of publication.",1400 ,<1000 , 2300,"Children estimates were not available at the time of publication.",1600 ,<1000 , 2400,"Children estimates were not available at the time of publication.",1700 ,1100 , 2500,"Children estimates were not available at the time of publication.",1700 ,1200 , 2600,"Children estimates were not available at the time of publication.",1800 ,1300 , 2600,"Children estimates were not available at the time of publication.",1800 ,1300 , 2600,"Children estimates were not available at the time of publication.",1900 ,1400 , 2700,"Children estimates were not available at the time of publication.",2100 ,1500 , 2800,"Children estimates were not available at the time of publication.",2300 ,1700 , 3000,"Children estimates were not available at the time of publication.",2500 ,1900 , 3300,"Children estimates were not available at the time of publication.",2700 ,2100 , 3600,"Children estimates were not available at the time of publication.",3000 ,2200 , 3900,"Children estimates were not available at the time of publication.",3300 ,2500 , 4300,"Children estimates were not available at the time of publication.",3600 ,2700 , 4700,"Children estimates were not available at the time of publication.",4000 ,3000 , 5100,"Children estimates were not available at the time of publication.",4400 ,3400 , 5600,"Children estimates were not available at the time of publication.",4800 ,3700 , 6100,"Children estimates were not available at the time of publication.",5200 ,4000 , 6600,"Children estimates were not available at the time of publication.",5700 ,4400 , 7100,"Children estimates were not available at the time of publication.",6200 ,4900 , 7600,"Children estimates were not available at the time of publication.",6700 ,5300 , 8100,"Children estimates were not available at the time of publication.",7200 ,5700 , 8700,"Children estimates were not available at the time of publication.",7700 ,6100 , 9300,"Children estimates were not available at the time of publication.",8200 ,6600 , 9800,"Children estimates were not available at the time of publication.",8700 ,7100 , 10 000,"Children estimates were not available at the time of publication.",9200 ,7500 , 11 000,"Children estimates were not available at the time of publication.",9700 ,7900 , 11 000,"Children estimates were not available at the time of publication.",10 000 ,8200 , 12 000,"Children estimates were not available at the time of publication.",10 000 ,8500 , 12 000,"Children estimates were not available at the time of publication.",11 000 ,8800 , 13 000,"Children estimates were not available at the time of publication."
Syrian Arab Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,
Tajikistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,1100 ,<1000 , 1200,,1200 ,<1000 , 1400,,1400 ,<1000 , 1600,,1500 ,1100 , 1800,,1700 ,1300 , 2100,
Thailand,<1000 ,<200 , 1300,,1600 ,<500 , 2400,,2400 ,<1000 , 3700,,3200 ,1100 , 5100,,3900 ,1600 , 6600,,4700 ,2100 , 7700,,5400 ,2800 , 8900,,6100 ,3500 , 10 000,,6900 ,4200 , 11 000,,7700 ,5000 , 12 000,,8500 ,5900 , 13 000,,9400 ,6800 , 14 000,,10 000 ,7800 , 15 000,,11 000 ,8900 , 16 000,,12 000 ,9800 , 17 000,,14 000 ,11 000 , 19 000,,16 000 ,13 000 , 22 000,,19 000 ,15 000 , 25 000,,22 000 ,18 000 , 28 000,,26 000 ,22 000 , 33 000,,31 000 ,26 000 , 38 000,,36 000 ,31 000 , 44 000,,43 000 ,37 000 , 52 000,,50 000 ,43 000 , 60 000,,59 000 ,50 000 , 69 000,,69 000 ,59 000 , 80 000,,80 000 ,69 000 , 92 000,,93 000 ,80 000 , 110 000,,110 000 ,93 000 , 120 000,,120 000 ,110 000 , 140 000,,140 000 ,120 000 , 160 000,
Timor-Leste,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,
