Country,1990,1990_lower, 1990_upper, 1990_Footnote, 1991,1991_lower, 1991_upper, 1991_Footnote, 1992,1992_lower, 1992_upper, 1992_Footnote, 1993,1993_lower, 1993_upper, 1993_Footnote, 1994,1994_lower, 1994_upper, 1994_Footnote, 1995,1995_lower, 1995_upper, 1995_Footnote, 1996,1996_lower, 1996_upper, 1996_Footnote, 1997,1997_lower, 1997_upper, 1997_Footnote, 1998,1998_lower, 1998_upper, 1998_Footnote, 1999,1999_lower, 1999_upper, 1999_Footnote, 2000,2000_lower, 2000_upper, 2000_Footnote, 2001,2001_lower, 2001_upper, 2001_Footnote, 2002,2002_lower, 2002_upper, 2002_Footnote, 2003,2003_lower, 2003_upper, 2003_Footnote, 2004,2004_lower, 2004_upper, 2004_Footnote, 2005,2005_lower, 2005_upper, 2005_Footnote, 2006,2006_lower, 2006_upper, 2006_Footnote, 2007,2007_lower, 2007_upper, 2007_Footnote, 2008,2008_lower, 2008_upper, 2008_Footnote, 2009,2009_lower, 2009_upper, 2009_Footnote, 2010,2010_lower, 2010_upper, 2010_Footnote, 2011,2011_lower, 2011_upper, 2011_Footnote, 2012,2012_lower, 2012_upper, 2012_Footnote, 2013,2013_lower, 2013_upper, 2013_Footnote, 2014,2014_lower, 2014_upper, 2014_Footnote, 2015,2015_lower, 2015_upper, 2015_Footnote, 2016,2016_lower, 2016_upper, 2016_Footnote, 2017,2017_lower, 2017_upper, 2017_Footnote, 2018,2018_lower, 2018_upper, 2018_Footnote, 2019,2019_lower, 2019_upper, 2019_Footnote, 2020,2020_lower, 2020_upper, 2020_Footnote
Sierra Leone,5000 ,1800 , 9800,,6000 ,2300 , 11 000,,6900 ,2800 , 12 000,,7700 ,3100 , 13 000,,8500 ,3400 , 15 000,,9200 ,3800 , 16 000,,9700 ,3900 , 16 000,,10 000 ,4000 , 16 000,,10 000 ,4200 , 17 000,,11 000 ,4400 , 17 000,,11 000 ,4600 , 17 000,,12 000 ,4800 , 18 000,,12 000 ,5000 , 18 000,,12 000 ,5200 , 18 000,,12 000 ,5500 , 19 000,,12 000 ,5700 , 19 000,,13 000 ,5900 , 19 000,,13 000 ,6100 , 19 000,,13 000 ,6400 , 19 000,,13 000 ,6600 , 19 000,,13 000 ,6900 , 19 000,,14 000 ,7200 , 20 000,,14 000 ,7600 , 20 000,,14 000 ,8000 , 20 000,,14 000 ,8200 , 20 000,,15 000 ,8500 , 20 000,,15 000 ,8900 , 21 000,,15 000 ,8900 , 21 000,,15 000 ,9000 , 21 000,,15 000 ,8900 , 20 000,,15 000 ,9000 , 20 000,
Singapore,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
Slovakia,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Slovenia,<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication.",<100 ,<100 , <100,"Children estimates were not available at the time of publication."
Somalia,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1300,,1100 ,<1000 , 1400,,1200 ,<1000 , 1600,,1300 ,1000 , 1700,,1400 ,1100 , 1800,,1500 ,1100 , 1800,,1500 ,1200 , 1900,,1500 ,1200 , 2000,,1500 ,1100 , 1900,,1400 ,1100 , 1900,,1300 ,1000 , 1800,,1200 ,<1000 , 1700,,1100 ,<1000 , 1500,,<1000 ,<1000 , 1300,,<1000 ,<1000 , 1200,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,,<1000 ,<1000 , <1000,
South Africa,34 000 ,14 000 , 55 000,,67 000 ,27 000 , 110 000,,120 000 ,48 000 , 190 000,,200 000 ,81 000 , 320 000,,310 000 ,120 000 , 480 000,,430 000 ,180 000 , 680 000,,560 000 ,230 000 , 890 000,,690 000 ,290 000 , 1 100 000,,800 000 ,340 000 , 1 300 000,,900 000 ,370 000 , 1 400 000,,980 000 ,400 000 , 1 600 000,,1 000 000 ,420 000 , 1 700 000,,1 100 000 ,430 000 , 1 800 000,,1 100 000 ,440 000 , 1 800 000,,1 100 000 ,430 000 , 1 800 000,,1 100 000 ,430 000 , 1 800 000,,1 100 000 ,420 000 , 1 700 000,,1 000 000 ,410 000 , 1 700 000,,1 000 000 ,400 000 , 1 600 000,,970 000 ,390 000 , 1 600 000,,940 000 ,380 000 , 1 500 000,,910 000 ,370 000 , 1 500 000,,890 000 ,360 000 , 1 400 000,,850 000 ,360 000 , 1 400 000,,820 000 ,350 000 , 1 300 000,,790 000 ,340 000 , 1 300 000,,760 000 ,320 000 , 1 200 000,,730 000 ,320 000 , 1 200 000,,700 000 ,300 000 , 1 100 000,,680 000 ,300 000 , 1 100 000,,660 000 ,290 000 , 1 000 000,
South Sudan,4600 ,1600 , 9100,,5400 ,2000 , 10 000,,6200 ,2400 , 11 000,,7000 ,2700 , 13 000,,7800 ,3000 , 14 000,,8900 ,3700 , 16 000,,9800 ,3900 , 17 000,,11 000 ,4600 , 19 000,,11 000 ,5000 , 21 000,,12 000 ,5100 , 22 000,,13 000 ,5300 , 23 000,,13 000 ,5500 , 23 000,,13 000 ,5800 , 22 000,,13 000 ,5700 , 23 000,,14 000 ,5700 , 23 000,,14 000 ,5900 , 23 000,,15 000 ,6100 , 24 000,,15 000 ,6300 , 24 000,,16 000 ,6800 , 26 000,,17 000 ,7200 , 27 000,,18 000 ,7700 , 28 000,,19 000 ,8200 , 29 000,,20 000 ,8600 , 30 000,,20 000 ,9000 , 31 000,,21 000 ,9200 , 32 000,,22 000 ,9500 , 33 000,,22 000 ,9900 , 34 000,,23 000 ,10 000 , 35 000,,23 000 ,11 000 , 37 000,,24 000 ,11 000 , 38 000,,24 000 ,11 000 , 38 000,
Spain,16 000 ,12 000 , 21 000,"Children estimates were not available at the time of publication.",17 000 ,12 000 , 23 000,"Children estimates were not available at the time of publication.",17 000 ,12 000 , 23 000,"Children estimates were not available at the time of publication.",16 000 ,11 000 , 23 000,"Children estimates were not available at the time of publication.",15 000 ,9900 , 22 000,"Children estimates were not available at the time of publication.",13 000 ,8700 , 20 000,"Children estimates were not available at the time of publication.",12 000 ,7600 , 18 000,"Children estimates were not available at the time of publication.",10 000 ,6600 , 16 000,"Children estimates were not available at the time of publication.",8800 ,5700 , 14 000,"Children estimates were not available at the time of publication.",7600 ,4900 , 12 000,"Children estimates were not available at the time of publication.",6500 ,4300 , 11 000,"Children estimates were not available at the time of publication.",5700 ,3800 , 9100,"Children estimates were not available at the time of publication.",5100 ,3400 , 7900,"Children estimates were not available at the time of publication.",4600 ,3100 , 7000,"Children estimates were not available at the time of publication.",4200 ,2800 , 6100,"Children estimates were not available at the time of publication.",3900 ,2700 , 5600,"Children estimates were not available at the time of publication.",3700 ,2600 , 5300,"Children estimates were not available at the time of publication.",3600 ,2600 , 5200,"Children estimates were not available at the time of publication.",3600 ,2600 , 5100,"Children estimates were not available at the time of publication.",3600 ,2600 , 5100,"Children estimates were not available at the time of publication.",3700 ,2600 , 5100,"Children estimates were not available at the time of publication.",3800 ,2700 , 5300,"Children estimates were not available at the time of publication.",3900 ,2700 , 5400,"Children estimates were not available at the time of publication.",4000 ,2700 , 5500,"Children estimates were not available at the time of publication.",4000 ,2700 , 5600,"Children estimates were not available at the time of publication.",4100 ,2700 , 5800,"Children estimates were not available at the time of publication.",4100 ,2700 , 5900,"Children estimates were not available at the time of publication.",4200 ,2700 , 6000,"Children estimates were not available at the time of publication.",4200 ,2700 , 6100,"Children estimates were not available at the time of publication.",4100 ,2600 , 6100,"Children estimates were not available at the time of publication.",4100 ,2500 , 6200,"Children estimates were not available at the time of publication."
Sri Lanka,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <1000,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<500 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <200,
Sudan,<500 ,<100 , 1700,,<500 ,<100 , 2200,,<1000 ,<200 , 2800,,1000 ,<200 , 3700,,1600 ,<500 , 5100,,2300 ,<500 , 5900,,2900 ,<1000 , 6500,,3400 ,<1000 , 7400,,3800 ,1300 , 7700,,4100 ,1400 , 8000,,4200 ,1500 , 7700,,4300 ,1700 , 7500,,4400 ,1800 , 7200,,4300 ,1700 , 7000,,4000 ,1500 , 6800,,3700 ,1300 , 6000,,3500 ,1300 , 5700,,3500 ,1200 , 5400,,3500 ,1300 , 5500,,3400 ,1300 , 5400,,3400 ,1300 , 5400,,3500 ,1400 , 5400,,3500 ,1500 , 5600,,3700 ,1600 , 5700,,3800 ,1700 , 5900,,3900 ,1700 , 6200,,4000 ,1900 , 6500,,4200 ,2000 , 6800,,4300 ,2100 , 6800,,4400 ,2100 , 7000,,4500 ,2200 , 7200,
Suriname,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<100 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<500 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,,<200 ,<200 , <500,
Sweden,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
Switzerland,<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<200 ,<100 , <200,"Children estimates were not available at the time of publication.",<100 ,<100 , <200,"Children estimates were not available at the time of publication."
Syrian Arab Republic,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,
Tajikistan,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<200 ,<200 , <500,,<500 ,<500 , <500,,<500 ,<500 , <1000,,<1000 ,<500 , <1000,,<1000 ,<1000 , <1000,,1000 ,<1000 , 1200,,1100 ,<1000 , 1300,,1200 ,1000 , 1400,,1300 ,1100 , 1500,,1200 ,1000 , 1500,,1200 ,<1000 , 1400,,1100 ,<1000 , 1400,,1000 ,<1000 , 1200,,<1000 ,<1000 , 1100,,<1000 ,<1000 , 1000,,<1000 ,<1000 , <1000,
Thailand,110 000 ,79 000 , 140 000,,180 000 ,130 000 , 230 000,,240 000 ,160 000 , 300 000,,250 000 ,180 000 , 330 000,,250 000 ,170 000 , 340 000,,230 000 ,160 000 , 320 000,,210 000 ,140 000 , 290 000,,180 000 ,120 000 , 250 000,,150 000 ,100 000 , 220 000,,130 000 ,87 000 , 180 000,,120 000 ,77 000 , 150 000,,100 000 ,69 000 , 130 000,,90 000 ,62 000 , 120 000,,80 000 ,56 000 , 100 000,,72 000 ,50 000 , 90 000,,64 000 ,44 000 , 80 000,,57 000 ,39 000 , 71 000,,51 000 ,34 000 , 62 000,,46 000 ,30 000 , 56 000,,42 000 ,28 000 , 51 000,,39 000 ,27 000 , 48 000,,38 000 ,26 000 , 46 000,,37 000 ,25 000 , 45 000,,36 000 ,25 000 , 44 000,,35 000 ,24 000 , 43 000,,35 000 ,24 000 , 42 000,,33 000 ,23 000 , 40 000,,32 000 ,22 000 , 39 000,,30 000 ,21 000 , 36 000,,27 000 ,19 000 , 33 000,,25 000 ,18 000 , 31 000,
Timor-Leste,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,,<100 ,<100 , <200,
Togo,7100 ,3100 , 9800,,7700 ,3400 , 11 000,,8600 ,3900 , 12 000,,9700 ,4400 , 13 000,,11 000 ,5200 , 15 000,,13 000 ,6000 , 17 000,,14 000 ,6800 , 19 000,,16 000 ,7500 , 22 000,,17 000 ,7800 , 23 000,,17 000 ,7900 , 24 000,,17 000 ,7700 , 24 000,,17 000 ,7500 , 24 000,,16 000 ,7200 , 23 000,,15 000 ,6900 , 21 000,,14 000 ,6700 , 20 000,,14 000 ,6600 , 19 000,,13 000 ,6500 , 18 000,,13 000 ,6600 , 18 000,,13 000 ,6700 , 17 000,,12 000 ,6900 , 17 000,,12 000 ,7000 , 16 000,,12 000 ,7200 , 16 000,,12 000 ,7300 , 16 000,,12 000 ,7500 , 16 000,,12 000 ,7600 , 15 000,,12 000 ,7900 , 15 000,,12 000 ,8100 , 15 000,,12 000 ,8300 , 15 000,,12 000 ,8400 , 15 000,,12 000 ,8500 , 15 000,,12 000 ,8400 , 14 000,
Trinidad and Tobago,<200 ,<100 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<1000 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<1000 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <1000,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<500 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<500 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication.",<200 ,<200 , <500,"Children estimates were not available at the time of publication."
Tunisia,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <100,,<100 ,<100 , <200,,<100 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<100 , <200,,<200 ,<200 , <200,,<200 ,<200 , <200,,<200 ,<200 , <500,
Turkey,... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication.",... ,... , ...,"Children estimates were not available at the time of publication."
