country,year,iso2,iso3,iso.numeric,g.whoregion,bmu,bmu.mdr,hcf.rur.hosp,hcf.rur.hcent,hcf.rur.hpost,hcf.urb.hosp,hcf.urb.hcent,hcf.urb.hpost,hcf.tot,hcf.ntp.tx,hcf.phc,free.dx,cxr.scrn,tx.sprv.tot,tx.sprv.hcw,tx.sprv.cm,tx.sprv.fam,hcf.rur,hcf.urb,lab.sm.f,lab.sm.eqa.f,lab.sm.eqa.fail,lab.sm.eqa.pass,lab.sm.p,lab.sm.eqa.p,lab.cul.f,lab.sm.led,lab.cul.eqa.f,lab.cul.eqa.fail,lab.cul.eqa.pass,lab.cul.p,lab.cul.eqa.p,lab.dst.f,lab.dst.eqa.f,lab.dst.eqa.fail,lab.dst.eqa.pass,lab.dst.p,lab.dst.eqa.p,dx.test.sites,smear,smear.eqa,smear.eqa.pass,xpert,xpert.eqa,culture,culture.eqa.pass,dst,dst.eqa.pass,sldst,sldst.eqa.pass,lpa,lpa.eqa.pass,sllpa,sllpa.eqa.pass,infection.tests.used,m.wrd.tests.performed,m.wrd.tests.positive,m.wrd,m.wrd.eqa.pass,m.inh,m.fq,dst.naat.pza,lpa.fl,lpa.fl.eqa.pass,lpa.sl,lpa.sl.eqa.pass,dst.rif,dst.rif.eqa.pass,dst.inh,dst.inh.eqa.pass,dst.pza,dst.pza.eqa.pass,dst.moxlev,dst.moxlev.eqa.pass,dst.bdq,dst.bdq.eqa.pass,dst.lzd,dst.lzd.eqa.pass,iso15189.accredited,qms.pending,lmis,m.wrd.etrans,c.lab.sm.100k,c.lab.cul.5m,c.lab.dst.5m,lab.lpa.f,lab.lpa.eqa.f,lab.lpa.eqa.pass,lab.lpa.p,lab.lpa.eqa.p,c.lab.lpa.5m,lab.xpert,lab.xpert.eqa,lab.xpert.p,xpert.cart,sldst.avail.incntry,sldst.avail.outcntry,sldst.avail,non.ntp.collab.priv,non.ntp.collab.pub,collab.private.lab,collab.public.lab,lab.stkout.cntr,lab.stkout.periph,nrl,nrl.srl.link,nrl.qms,qms,nrl.iso15189,xpert.etrans,dst.in.guide,dst.impl,lc.rst.in.guide,lc.rst.impl,lc.dst.in.guide,lc.dst.impl,rst.in.guide,rst.impl,lpa.in.guide,lpa.impl,sp.case.dfn.in.guide,sp.case.dfn.impl,dx.alg.tbhiv.in.guide,dx.alg.tbhiv.impl,xpert.in.guide,xpert.impl,xpert.in.guide.TBHIV,xpert.in.guide.MDR,xpert.in.guide.tb,xpert.in.guide.children,xpert.in.guide.eptb,xpert.in.guide.drtb,wrd.initial.test,universal.dst,free.dx.followup,lf.urine.lam,staff.needed,staff.avail,staff.trained,tb.curic.dr,tb.curic.nurse,tb.curic.labtech,free.fld.ntp,fld.stkout.cntr,sld.stkout.cntr,fld.stkout.periph,sld.stkout.periph,r.rgmn.new.initcont,fdc.pcnt,paed.form,fld.priv.pharm,fld.no.presc,ntp.ind.data,ntp.rdbms,brdn.surveil,brdn.surveil.rcnt,brdn.surveil.nxt,brdn.crc,brdn.crc.rcnt,brdn.crc.nxt,brdn.disease,brdn.disease.rcnt,brdn.disease.nxt,brdn.infect,brdn.infect.rcnt,brdn.infect.nxt,brdn.mort,brdn.mort.rcnt,brdn.mort.nxt,brdn.vitalreg,brdn.vitalreg.rcnt,brdn.vitalreg.nxt,cdr.cntryest,tbhiv.surveil,tbhiv.surv.prev,tbhiv.surv.yr,tbhiv.surv.cil,tbhiv.surv.ciu,tbhiv.sentin.prev,tbhiv.sentin.yr,tbhiv.sentin.cil,tbhiv.sentin.ciu,mgt.drtb.guide,mgt.drtb.guide.yr,mgt.drtb.trmat,mgt.drtb.trmat.yr,mgt.drtb.trcond,mgt.drtb.trcond.yr,mdr.tx.rgmn,qa.kanamycin,qa.capreomycin,qa.ofloxacin,qa.levofloxacin,qa.moxifloxacin,qa.eth.prothionamide,qa.cyclos.terizidone,qa.aminosalicylic,qa.clofazimine,qa.linezolid,qa.amoxy.clavulanate,qa.thioacetazone,qa.clarithromycin,qa.imipenem,eol.care,mdrxdr.fail.morphine,drtb.surveil,drtb.surv.new.prev,drtb.surv.new.yr,drtb.surv.new.cil,drtb.surv.new.ciu,drtb.surv.ret.prev,drtb.surv.ret.yr,drtb.surv.ret.cil,drtb.surv.ret.ciu,fldst.all,fldst.new,fldst.ret,fldst.fail,fldst.chron,fldst.mdrct,vcnt.mo.prct,vcnt.nurse.prct,vcnt.asst.prct,vcnt.labtech.prct,train.yr.mo.prct,train.yr.nurse.prct,train.yr.asst.prct,train.yr.labtech.prct,train.mo.prct,train.nurse.prct,train.asst.prct,train.labtech.prct,screen.data.available,newinc.con,newinc.con.screen,rev.newinc,rev.newinc.con,rev.newinc.con.screen,prevtx.data.available,newinc.con04.prevtx,ptsurvey.newinc,ptsurvey.newinc.con04.prevtx,prevtx.5plus.data.available,newinc.con5plus.prevtx,ptsurvey.newinc.5plus,ptsurvey.newinc.con5plus.prevtx,newinc.con.prevtx,ptsurvey.newinc.con.prevtx,prevtx.short.data.available,tpt.short.regimens.used,tpt.1hp,tpt.3hp,tpt.3hr,tpt.4r,prevtx.short.rifamycin,prevtx.cmplt.data.available,newinc.con.prevtx.cmplt,spct.screen.chld,spct.screen.all,ct.tbcases.chld,ct.tbcases.all,ct.ipt.chld,ct.ipt.all,bc.screen.chld,bc.screen.all,ct.drtbcases.chld,ct.drtbcases.all,ct.chld,ct.all,ct.labconf.tbcases.chld,ct.labconf.tbcases.all,ct.prevtx.cmplt.chld,ct.prevtx.cmplt.all,newinc.con04,newinc.con04.screen,newrel.diabtest,newrel.indigenous,newrel.prisoners,newrel.migrants,newrel.homeless,newrel.alcohol,newrel.drug,newrel.covid,newrel.m1014,newrel.m1519,newrel.f1014,newrel.f1519,free.food.sup,screen.immig,immig.tx.policy,hss.hr.plan,hss.hr.plan.align,hss.dev.plan,hss.dev.plan.align,hss.povrdn,hss.povrdn.align,hss.exp.fw,hss.exp.fw.align,hss.swap,hss.swap.align,hss.tobacco,hss.tobacco.align,ic.assess,ic.assess.yr,ic.plan,hcw.tb.infected,hcw.tot,hcw.ic.train,thosp.ic.person,thosp.ic.asmnt,thosp.ic.train,thosp.tot,phcf.pal,phcf.tot,caseb.err.nat,digital.adherence.support,refsrc.recorded,txloc.recorded,bmu.refsrc.txloc.data,pub.tot,pub.collab,pub.sspct.ref,pub.new.dx,pub.new.tx,priv.tot,priv.collab,priv.sspct.ref,priv.new.dx,priv.new.tx,mdr.tx.nonntp,istc.promote.nonntp,istc.endorsed,acsm.nonntp.involved,kap.tb.study,kap.baseline,kap.design.acsm,dissem.charter,train.charter,bmu.community.impl,community.data.available,bmu.ref.data,notified.ref,notified.ref.community,bmu.rxsupport.data,bmu.rxsupport.data.coh,rxsupport.community.coh,rxsupport.community.succ,exp.res,pulm.spec.available,newrel.pulm.spec,newrel.pulm.mbovis,ep.spec.available,newrel.ep.labconf,newrel.ep.spec,newrel.ep.mbovis
Democratic People's Republic of Korea,2007,KP,PRK,408,SEA,213,,,,,,,,213,213,1,10,,,31,0,0,County people's hospital,district people's hospital,245,245,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,0,,,,,0,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,0,2,0,2,,,0,,,0,0,1,2007,2007,,,,2,,,17,2007,2007,2,,,2,,,,0,,,,,,,,,22,2008,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,120,1,1,1,1,2,2,0,0,0,0,,,,,,,,,,,,,7000,7000,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2008,KP,PRK,408,SEA,213,,1,1,0,1,1,0,7971,7450,1,10,,84554,15,16,15,,,285,285,0,,245,245,0,,0,0,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0,0,,,,,,,,,,,,,0,0,0,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,1,0,3,1,3,,,0,0,0,0,20,1,2007,2011,,,,0,,,17,2007,2015,0,,,0,,,64,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,,,,,,,,,90327,1,,,,,,,,,1,1,213,,,,,,,,,,,,,,1,0,,,1,1,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2009,KP,PRK,408,SEA,208,,1,1,1,1,1,1,7971,7450,1,10,,88665,15,0,16,,,285,285,,,285,285,,,,,,0,0,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,0,0,,,,,,,,,,,0,0,0,,,,,0,0,1,,,,,,1,0,1,0,,,,,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,1,0,3,0,3,1,100,1,0,0,0,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90327,,,,,,208,208,,,1,1,208,,,,,,,,,,,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2010,KP,PRK,408,SEA,208,0,1,1,,1,1,,7971,7450,1,10,0,96298,15,0,0,,,285,284,,236,285,285,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,,,,,,,,,,,,0,0,0,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,0,,1,100,1,0,0,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,0,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,100,100,,100,100,100,,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208,208,0,,1,1,208,,0,,0,,,0,,0,,,,,1,0,,,0,0,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2011,KP,PRK,408,SEA,,,,,,,,,,,,10,,,,,,,,285,284,,222,285,285,1,1,1,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.1,0.2,0.2,0,0,,,,0,0,0,,,,1,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,180,190,,,190,,190,190,190,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2012,KP,PRK,408,SEA,,,,,,,,,,,,10,,,,,,,,320,307,,279,,,1,1,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.2,0.2,0,,,,,0,0,,,,0,1,24,,,0,0,,,1,1,,,,,1,,1,,,,,,0,,,,0,,,,0,0,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,180,190,191,194,190,194,190,190,190,194,194,194,194,194,194,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2013,KP,PRK,408,SEA,,,,,,,,,,,,10,,,,,,,,336,336,,306,,,1,1,,,,,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3,0.2,0.2,0,0,,,,0,1,0,,552,0,1,24,,,0,0,,,1,1,1,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,0,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2014,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,358,358,,333,,,1,1,,,,,,1,1,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.4,0.2,0.2,0,0,,,,0,1,1,,,0,1,24,,,0,0,,,1,1,1,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2015,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,359,359,,1,1,1,,1,1,1,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,0,,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2016,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,366,,4,0,2,,2,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,1,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,11707,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2017,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,366,,4,,2,,2,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,11984,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2018,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,366,,7,0,2,,2,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,10522,,,,,,,12690,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,,,
Democratic People's Republic of Korea,2019,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,367,366,,7,0,2,,1,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,,,,,,,,,,,,,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,123314,14232,,,,60,14090,,,,,,,14090,,0,,,,,,,,14090,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2020,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,363,,0,,,2,0,,,,,,,,,,,,7,0,,,,1,0,1,0,2,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,99378,6829,,,,60,6761,,,,,,,6761,,0,,,,,,,,6761,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,210,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2021,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,363,363,,,,,2,,,,,,,,,,176,235,193,7,,0,0,0,,,,,,,,,,,0,,0,,0,,0,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,93041,7563,,,,60,7488,,,,,,,7488,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,1998,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,1996,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,1999,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,1997,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Democratic People's Republic of Korea,2000,KP,PRK,408,SEA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2001,PT,PRT,620,EUR,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2002,PT,PRT,620,EUR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2003,PT,PRT,620,EUR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2004,PT,PRT,620,EUR,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Portugal,2005,PT,PRT,620,EUR,20,,,,,,,,,,,10,,,,,,,,110,,,,,,60,,,,,,,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,28.5,6.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,,,0,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
