variable.name,display.section,definition,code.list,lag,source,validity.years,notes,calculation,display.via.web
new_sn_mu,Notification,New pulmonary smear negative/smear unknown/smear not done cases: males age unknown (not used after 2012),,0,"Notification, Data collection form",2006-present,Pre-2009 collected only in Europe,,1
new_sn_mu_dots,notif_old,"(EUR) DOTS, Male ss-/unk/notdone age unkown",,0,"Notification, Data collection form",,,,0
new_sn_mu_ndots,notif_old,"(EUR) non-DOTS, Male ss-/unk/notdone age unkown",,0,"Notification, Data collection form",,,,0
new_sn_ndots,notif_old,"Non-DOTS, New pulm smear-negative",,0,"Notification, Data collection form",,,,0
new_sn_reg_cul_dots,notif_old,"DOTS, Registered, New pulm C-/unk/not-done",,-1,"Notification, Data collection form",,,,0
new_sn_reg_cul_ndots,notif_old,"non-DOTS, Registered, New pulm C-/unk/not-done",,-1,"Notification, Data collection form",,,,0
new_sn_reg_lab_dots,notif_old,"DOTS, Registered, New pulm not lab-confirm./unk/not-done",,-1,"Notification, Data collection form",,,,0
new_sn_reg_lab_ndots,notif_old,"non-DOTS, Registered, New pulm not lab-confirm./unk/not-done",,-1,"Notification, Data collection form",,,,0
new_sn_sexunk014,Notification,"New pulmonary smear negative/smear unknown/smear not done cases: sex unknown, aged 0-14 years (not used after 2012)",,0,"Notification, Data collection form",2011 -,Added retrospectively to data collected in 2012,,1
new_sn_sexunk04,Notification,"New pulmonary smear negative/smear unknown/smear not done cases: sex unknown, aged 0-4 years (not used after 2012)",,0,"Notification, Data collection form",2011 -,Added retrospectively to data collected in 2012,,1
new_sn_sexunk15plus,Notification,"New pulmonary smear negative/smear unknown/smear not done cases: sex unknown, aged 15 years and over (not used after 2012)",,0,"Notification, Data collection form",2011 -,Added retrospectively to data collected in 2012,,1
new_sn_sexunk514,Notification,"New pulmonary smear negative/smear unknown/smear not done cases: sex unknown, aged 5-14 years (not used after 2012)",,0,"Notification, Data collection form",2011 -,Added retrospectively to data collected in 2012,,1
new_sn_sexunkageunk,Notification,"New pulmonary smear negative/smear unknown/smear not done cases: sex unknown, age unknown (not used after 2012)",,0,"Notification, Data collection form",2011 -,Added retrospectively to data collected in 2012,,1
new_sn_tnsfr_cul_dots,notif_old,"DOTS, Transferred, New pulm C-/unk/not-done",,-1,"Notification, Data collection form",,,,0
new_sn_tnsfr_cul_ndots,notif_old,"non-DOTS, Transferred, New pulm C-/unk/not-done",,-1,"Notification, Data collection form",,,,0
new_sn_tnsfr_lab_dots,notif_old,"DOTS, Transferred, New pulm not lab-confirm./unk/not-done",,-1,"Notification, Data collection form",,,,0
new_sn_tnsfr_lab_ndots,notif_old,"non-DOTS, Transferred, New pulm not lab-confirm./unk/not-done",,-1,"Notification, Data collection form",,,,0
new_snep_cmplt,Outcomes,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases: completed (not used after 2011),,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,1
new_snep_cmplt_dots,notif_old,"Completed, New pulm ss-, smear unknown/not done and extrapulmonary, DOTS",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_cmplt_ndots,notif_old,"Completed, New pulm ss-, smear unknown/not done and extrapulmonary, non-DOTS",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_coh,Outcomes,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases: cohort size (not used after 2011),,-1,,,derived: max of registered cases and sum of treatment outcome categories ,,1
new_snep_cur_dots,notif_old,"Cured, New pulm ss-, smear unknown/not done and extrapulmonary, DOTS",,-1,"Notification, Data collection form",,NOT COLLECTED,,0
new_snep_cur_ndots,notif_old,"Cured, New pulm ss-, smear unknown/not done and extrapulmonary, non-DOTS",,-1,"Notification, Data collection form",,NOT COLLECTED,,0
new_snep_def,Outcomes,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases: defauled (not used after 2011),,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,1
new_snep_def_dots,notif_old,"Defaulted, New pulm ss-, smear unknown/not done and extrapulmonary, DOTS",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_def_ndots,notif_old,"Defaulted, New pulm ss-, smear unknown/not done and extrapulmonary, non-DOTS",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_died,Outcomes,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases: died (not used after 2011),,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,1
new_snep_died_dots,notif_old,"Died, New pulm ss-, smear unknown/not done and extrapulmonary, DOTS",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_died_ndots,notif_old,"Died, New pulm ss-, smear unknown/not done and extrapulmonary, non-DOTS",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_fail,Outcomes,Outcomes for new pulmonary smear-negative/extrapulmonary/smear unknown/smear not done cases: failed (not used after 2011),,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,1
new_snep_fail_dots,notif_old,"Failed, New pulm ss-, smear unknown/not done and extrapulmonary, DOTS",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_fail_ndots,notif_old,"Failed, New pulm ss-, smear unknown/not done and extrapulmonary, non-DOTS",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_reg_dots,notif_old,"Registered, New pulm ss-, smear unknown/not done and extrapulmonary, DOTS",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_reg_ndots,notif_old,"Registered, New pulm ss-, smear unknown/not done and extrapulmonary, non-DOTS",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_tnsfr_dots,notif_old,"Transferred, New pulm ss-, smear unknown/not done and extrapulmonary",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_snep_tnsfr_ndots,notif_old,"Transferred, New pulm ss-, smear unknown/not done and extrapulmonary",,-1,"Notification, Data collection form",,Includes smear unknown and smear not done,,0
new_sp,Notification,New pulmonary smear-positive cases (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_cmplt,Outcomes,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: completed (not used after 2011),,-1,"Notification, Data collection form",,,,1
new_sp_cmplt_cul_dots,notif_old,"DOTS, Completed, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_cmplt_cul_ndots,notif_old,"non-DOTS, Completed, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_cmplt_dots,notif_old,"DOTS, Completed, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_cmplt_lab_dots,notif_old,"DOTS, Completed, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_cmplt_lab_ndots,notif_old,"non-DOTS, Completed, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_cmplt_ndots,notif_old,"non-DOTS, Completed, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_cnu,EUR_notifs,New pulmonary smear-positive culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
new_sp_coh,Outcomes,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: cohort size (not used after 2011),,-1,,,derived: max of registered cases and sum of treatment outcome categories ,,1
new_sp_cp,EUR_notifs,New pulmonary smear-positive culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
new_sp_cur,Outcomes,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: cured (not used after 2011),,-1,"Notification, Data collection form",,,,1
new_sp_cur_cul_dots,notif_old,"DOTS, Cured, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_cur_cul_ndots,notif_old,"non-DOTS, Cured, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_cur_dots,notif_old,"DOTS, Cured, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_cur_lab_dots,notif_old,"DOTS, Cured, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_cur_lab_ndots,notif_old,"non-DOTS, Cured, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_cur_ndots,notif_old,"non-DOTS, Cured, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_def,Outcomes,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: defaulted (not used after 2011),,-1,"Notification, Data collection form",,,,1
new_sp_def_cul_dots,notif_old,"DOTS, Defaulted, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_def_cul_ndots,notif_old,"non-DOTS, Defaulted, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_def_dots,notif_old,"DOTS, Defaulted, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_def_lab_dots,notif_old,"DOTS, Defaulted, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_def_lab_ndots,notif_old,"non-DOTS, Defaulted, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_def_ndots,notif_old,"non-DOTS, Defaulted, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_died,Outcomes,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: died (not used after 2011),,-1,"Notification, Data collection form",,,,1
new_sp_died_cul_dots,notif_old,"DOTS, Died, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_died_cul_ndots,notif_old,"non-DOTS, Died, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_died_dots,notif_old,"DOTS, Died, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_died_lab_dots,notif_old,"DOTS, Died, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_died_lab_ndots,notif_old,"non-DOTS, Died, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_died_ndots,notif_old,"non-DOTS, Died, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_dots,notif_old,"DOTS, New pulm smear-positive",,0,"Notification, Data collection form",,,,0
new_sp_f014,Notification,New pulmonary smear positive cases: females aged 0-14 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_f014_dots,notif_old,"DOTS, Female ss+ 0-14",,0,"Notification, Data collection form",,,,0
new_sp_f014_ndots,notif_old,"non-DOTS, Female ss+ 0-14",,0,"Notification, Data collection form",,,,0
new_sp_f04,Notification,New pulmonary smear positive cases: females aged 0-4 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_f04_dots,notif_old,"DOTS, Female ss+ 0-4",,0,"Notification, Data collection form",,,,0
new_sp_f04_ndots,notif_old,"non-DOTS, Female ss+ 0-4",,0,"Notification, Data collection form",,,,0
new_sp_f1524,Notification,New pulmonary smear positive cases: females aged 15-24 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_f1524_dots,notif_old,"DOTS, Female ss+ 15-24",,0,"Notification, Data collection form",,,,0
new_sp_f1524_ndots,notif_old,"non-DOTS, Female ss+ 15-24",,0,"Notification, Data collection form",,,,0
new_sp_f2534,Notification,New pulmonary smear positive cases: females aged 25-34 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_f2534_dots,notif_old,"DOTS, Female ss+ 25-34",,0,"Notification, Data collection form",,,,0
new_sp_f2534_ndots,notif_old,"non-DOTS, Female ss+ 25-34",,0,"Notification, Data collection form",,,,0
new_sp_f3544,Notification,New pulmonary smear positive cases: females aged 35-44 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_f3544_dots,notif_old,"DOTS, Female ss+ 35-44",,0,"Notification, Data collection form",,,,0
new_sp_f3544_ndots,notif_old,"non-DOTS, Female ss+ 35-44",,0,"Notification, Data collection form",,,,0
new_sp_f4554,Notification,New pulmonary smear positive cases: females aged 45-54 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_f4554_dots,notif_old,"DOTS, Female ss+ 45-54",,0,"Notification, Data collection form",,,,0
new_sp_f4554_ndots,notif_old,"non-DOTS, Female ss+ 45-54",,0,"Notification, Data collection form",,,,0
new_sp_f514,Notification,New pulmonary smear positive cases: females aged 5-14 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_f514_dots,notif_old,"DOTS, Female ss+ 5-14",,0,"Notification, Data collection form",,,,0
new_sp_f514_ndots,notif_old,"non-DOTS, Female ss+ 5-14",,0,"Notification, Data collection form",,,,0
new_sp_f5564,Notification,New pulmonary smear positive cases: females aged 55-64 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_f5564_dots,notif_old,"DOTS, Female ss+ 55-64",,0,"Notification, Data collection form",,,,0
new_sp_f5564_ndots,notif_old,"non-DOTS, Female ss+ 55-64",,0,"Notification, Data collection form",,,,0
new_sp_f65,Notification,New pulmonary smear positive cases: females aged 65 and over (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_f65_dots,notif_old,"DOTS, Female ss+ 65 and more",,0,"Notification, Data collection form",,,,0
new_sp_f65_ndots,notif_old,"non-DOTS, Female ss+ 65 and more",,0,"Notification, Data collection form",,,,0
new_sp_fail,Outcomes,Outcomes for new pulmonary smear-positive (and/or culture-positive) cases: failed (not used after 2011),,-1,"Notification, Data collection form",,,,1
new_sp_fail_cul_dots,notif_old,"DOTS, Failed, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_fail_cul_ndots,notif_old,"non-DOTS, Failed, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_fail_dots,notif_old,"DOTS, Failed, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_fail_lab_dots,notif_old,"DOTS, Failed, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_fail_lab_ndots,notif_old,"non-DOTS, Failed, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_fail_ndots,notif_old,"non-DOTS, Failed, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_fu,Notification,New pulmonary smear positive cases: females age unknown (not used after 2012),,0,"Notification, Data collection form",,Pre-2009 collected only in Europe,,1
new_sp_fu_dots,notif_old,"(EUR) DOTS, Female ss+ age unkown",,0,"Notification, Data collection form",,,,0
new_sp_fu_ndots,notif_old,"(EUR) non-DOTS, Female ss+ age unkown",,0,"Notification, Data collection form",,,,0
new_sp_m014,Notification,New pulmonary smear positive cases: males aged 0-14 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_m014_dots,notif_old,"DOTS, Male ss+ 0-14",,0,"Notification, Data collection form",,,,0
new_sp_m014_ndots,notif_old,"non-DOTS, Male ss+ 0-14",,0,"Notification, Data collection form",,,,0
new_sp_m04,Notification,New pulmonary smear positive cases: males aged 0-4 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_m04_dots,notif_old,"DOTS, Male ss+ 0-4",,0,"Notification, Data collection form",,,,0
new_sp_m04_ndots,notif_old,"non-DOTS, Male ss+ 0-4",,0,"Notification, Data collection form",,,,0
new_sp_m1524,Notification,New pulmonary smear positive cases: males aged 15-24 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_m1524_dots,notif_old,"DOTS, Male ss+ 15-24",,0,"Notification, Data collection form",,,,0
new_sp_m1524_ndots,notif_old,"non-DOTS, Male ss+ 15-24",,0,"Notification, Data collection form",,,,0
new_sp_m2534,Notification,New pulmonary smear positive cases: males aged 25-34 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_m2534_dots,notif_old,"DOTS, Male ss+ 25-34",,0,"Notification, Data collection form",,,,0
new_sp_m2534_ndots,notif_old,"non-DOTS, Male ss+ 25-34",,0,"Notification, Data collection form",,,,0
new_sp_m3544,Notification,New pulmonary smear positive cases: males aged 35-44 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_m3544_dots,notif_old,"DOTS, Male ss+ 35-44",,0,"Notification, Data collection form",,,,0
new_sp_m3544_ndots,notif_old,"non-DOTS, Male ss+ 35-44",,0,"Notification, Data collection form",,,,0
new_sp_m4554,Notification,New pulmonary smear positive cases: males aged 45-54 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_m4554_dots,notif_old,"DOTS, Male ss+ 45-54",,0,"Notification, Data collection form",,,,0
new_sp_m4554_ndots,notif_old,"non-DOTS, Male ss+ 45-54",,0,"Notification, Data collection form",,,,0
new_sp_m514,Notification,New pulmonary smear positive cases: males aged 5-14 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_m514_dots,notif_old,"DOTS, Male ss+ 5-14",,0,"Notification, Data collection form",,,,0
new_sp_m514_ndots,notif_old,"non-DOTS, Male ss+ 5-14",,0,"Notification, Data collection form",,,,0
new_sp_m5564,Notification,New pulmonary smear positive cases: males aged 55-64 years (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_m5564_dots,notif_old,"DOTS, Male ss+ 55-64",,0,"Notification, Data collection form",,,,0
new_sp_m5564_ndots,notif_old,"non-DOTS, Male ss+ 55-64",,0,"Notification, Data collection form",,,,0
new_sp_m65,Notification,New pulmonary smear positive cases: males aged 65 years and over (not used after 2012),,0,"Notification, Data collection form",,,,1
new_sp_m65_dots,notif_old,"DOTS, Male ss+ 65 and more",,0,"Notification, Data collection form",,,,0
new_sp_m65_ndots,notif_old,"non-DOTS, Male ss+ 65 and more",,0,"Notification, Data collection form",,,,0
new_sp_mu,Notification,New pulmonary smear positive cases: males age unknown (not used after 2012),,0,"Notification, Data collection form",,Pre-2009 collected only in Europe,,1
new_sp_mu_dots,notif_old,"(EUR) DOTS, Male ss+ age unkown",,0,"Notification, Data collection form",,,,0
new_sp_mu_ndots,notif_old,"(EUR) non-DOTS, Male ss+ age unkown",,0,"Notification, Data collection form",,,,0
new_sp_ndots,notif_old,"Non-DOTS, New pulm smear-positive",,0,"Notification, Data collection form",,,,0
new_sp_reg_cul_dots,notif_old,"DOTS, Registered, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_reg_cul_ndots,notif_old,"non-DOTS, Registered, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_reg_dots,notif_old,"DOTS, Registered, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_reg_lab_dots,notif_old,"DOTS, Registered, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_reg_lab_ndots,notif_old,"non-DOTS, Registered, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_reg_ndots,notif_old,"non-DOTS, Registered, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_tnsfr_cul_dots,notif_old,"DOTS, Transferred, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_tnsfr_cul_ndots,notif_old,"non-DOTS, Transferred, New pulm C+",,-1,"Notification, Data collection form",,,,0
new_sp_tnsfr_dots,notif_old,"DOTS, Transferred, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sp_tnsfr_lab_dots,notif_old,"DOTS, Transferred, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_tnsfr_lab_ndots,notif_old,"non-DOTS, Transferred, New pulm lab-confirm.",,-1,"Notification, Data collection form",,,,0
new_sp_tnsfr_ndots,notif_old,"non-DOTS, Transferred, New pulm ss+",,-1,"Notification, Data collection form",,,,0
new_sspct,Notification,People with signs and symptoms suggestive of pulmonary TB screened for TB,,0,"Notification, Data collection form", - until 2011,,,0
new_su,Notification,New pulmonary smear unknown/not done cases,,0,"Notification, Data collection form",,Includes not done,,1
new_su_cnu,EUR_notifs,New pulmonary smear unknown / smear not done culture-negative /culture not done / culture unknown TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
new_su_cp,EUR_notifs,New pulmonary smear unknown / smear not done  culture-positive TB cases,,0,"Notification, Data collection form",2011 -,"Data collection only, not included in master views",,0
new_su_dots,notif_old,"DOTS, New pulm smear unknown",,0,"Notification, Data collection form",,,,0
new_su_ndots,notif_old,"Non-DOTS, New pulm smear unknown",,0,"Notification, Data collection form",,,,0
new_tbdeaths,Notification,TB deaths registered by the vital registration system following the ICD-10 codes (or ICD-9) codes for TB,,0,"Notification, Data collection form",- until 2011 (except for EUR),"Discontinued 2012 data collection, but kept by EURO",,0
newinc_con,Contacts preventive treatment,(If screen_data_available=60) Number of household contacts of bacteriologically-confirmed pulmonary new and relapse TB cases,,,"Strategy, Data collection form",2019 -,Questions on screening contacts added 2020 data collection year,,1
newinc_con_prevtx,Contacts preventive treatment,(If prevtx_data_available=60) Number of household contacts of bacteriologically-confirmed pulmonary new and relapse TB cases notified in the reporting year who were started on TB preventive treatment,,,"Strategy, Data collection form",2018 -,Added 2019 dcyear to capture all contacts on preventive treatment instead of trying to get under and over 5s as had been tried in previous years which proved difficult because of differing age groups in country systems,,1
newinc_con_prevtx_cmplt,Contacts preventive treatment,"Among household contacts reported in newinc_con_prevtx, number who completed the course of TB preventive treatment",,,"Strategy, Data collection form",2020 -,Added 2021 dcyear,,1
newinc_con_screen,Contacts preventive treatment,(If screen_data_available=60) Number of household contacts of bacteriologically-confirmed pulmonary new and relapse TB cases who were evaluated for active TB and latent TB,,,"Strategy, Data collection form",2019 -,Questions on screening contacts added 2020 data collection year,,1
newinc_con04_prevtx,Contacts preventive treatment,(If prevtx_data_available=60) Number of children aged under 5 started on TB preventive treatment who are household contacts of bacteriologically-confirmed new and relapse TB cases notified,,,"Strategy, Data collection form",2015 -,Changed from 'therapy' to 'treatment' in definition in 2019 dcyear,,1
newinc_con5plus_prevtx,Contacts preventive treatment,"(If prevtx_5plus_data_available=60) Number of children aged 5 years and above, adolescents and adults started on TB preventive therapy who are household contacts of bacteriologically-confirmed new and relapse TB cases notified",,,"Strategy, Data collection form",2017 - 2017,Dropped 2019 dcyear to focus on all ages instead,,1
newinc_rdx,Notification,(if rdx_data_available=60) Number of new and relapse cases notified and tested using a WHO-recommended rapid diagnostic (for example Xpert MTB/RIF) at the time of TB diagnosis (regardless of test result),,0,"Notification, Data collection form",2015 -,,,1
newrel_014_coh,Outcomes,Outcomes for new and relapse cases in children aged 0-14 years: cohort size,,-1,"Notification, Data collection form",2018 -,"Introduced in 2020 data collection year for all countries but introduced in previous years for AMR and EUR, but not yet published",,1
newrel_014_died,Outcomes,Outcomes for new and relapse cases in children aged 0-14 years: died,,-1,"Notification, Data collection form",2018 -,Published in 2020 data collection year for AMR and EUR countries but had been introduced in previous years and not  published,,1
newrel_014_fail,Outcomes,Outcomes for new and relapse cases in children aged 0-14 years: treatment failed,,-1,"Notification, Data collection form",2018 -,Published in 2020 data collection year for AMR and EUR countries but had been introduced in previous years and not  published,,1
newrel_014_lost,Outcomes,Outcomes for new and relapse cases in children aged 0-14 years: lost to follow-up,,-1,"Notification, Data collection form",2018 -,Published in 2020 data collection year for AMR and EUR countries but had been introduced in previous years and not  published,,1
newrel_014_succ,Outcomes,Outcomes for new and relapse cases in children aged 0-14 years: treatment success,,-1,"Notification, Data collection form",2018 -,"Introduced in 2020 data collection year for all countries but introduced in previous years for AMR and EUR, but not yet published",,1
newrel_art,Notification,"HIV-positive new and relapse (or all, if newrel_tbhiv_flg = 0 and year > 2015) TB patients started or continued on antiretroviral therapy",,0,"Notification, Data collection form",2015-,,,1
newrel_art_014,Notification,Number of HIV-positive new and relapse TB patients aged 0-14 years who started or continued on antiretroviral therapy,,,"Notification, Data collection form",2020-,Introduced in 2021 dcyear for countries in the high TB/HIV list only,,1
newrel_coh,Outcomes,Outcomes for all new and relapse cases (but only new cases if rel_with_new_flg = 0): cohort size,,-1,"Notification, Data collection form",2012-,Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework),,1
newrel_diabtest,Strategy,Number of new and relapse TB patients screened for diabetes at the time of TB diagnosis or with known diabetes status at the time of TB diagnosis,,0,"Strategy, Data collection form",2017 -,Introduced 2018 data collection year *only* for AMR/PAHO countries (as requested by PAHO),,0
newrel_died,Outcomes,Outcomes for all new and relapse cases (but only new cases if rel_with_new_flg = 0): died,,-1,"Notification, Data collection form",2012-,Introduced in 2014 data collection form (implementation of 2013 revision of definitions and reproting framework),,1
newrel_ep_labconf,Zoonotic TB,"(if ep_spec_available=1) Among the new and relapse extrapulmonary TB cases reported in new_ep and ret_rel_ep, the number of cases that were bacteriologically confirmed, i.e. by culture or molecular technologies",,,"Strategy, Data collection form",2018,Temporarily dropped 2020 data collection year as not needed each year,,1
newrel_ep_mbovis,Zoonotic TB,"(if ep_spec_available=1) Among extrapulmonary TB cases with test results for speciation reported in newrel_ep_spec, number of cases identified as having Mycobacterium bovis",,,"Strategy, Data collection form",2018,Temporarily dropped 2020 data collection year as not needed each year,,1
newrel_ep_spec,Zoonotic TB,"(if ep_spec_available=1) Among bacteriologically confirmed extrapulmonary TB cases reported in newrel_ep_labconf, number of cases with test results for the speciation of the Mycobacterium tuberculosis complex",,,"Strategy, Data collection form",2018,Temporarily dropped 2020 data collection year as not needed each year,,1
newrel_f_coh,Outcomes,Outcomes for new and relapse cases in females (all ages): cohort size,,-1,"Notification, Data collection form",2019 -,Introduced in 2021 data collection year for high TB burden countries only,,1
newrel_f_died,Outcomes,Outcomes for new and relapse cases in females (all ages): died,,-1,"Notification, Data collection form",2019 -,Introduced in 2021 data collection year for high TB burden countries only,,1
newrel_f_fail,Outcomes,Outcomes for new and relapse cases in females (all ages): treatment failed,,-1,"Notification, Data collection form",2019 -,Introduced in 2021 data collection year for high TB burden countries only,,1
newrel_f_lost,Outcomes,Outcomes for new and relapse cases in females (all ages): lost to follow-up,,-1,"Notification, Data collection form",2019 -,Introduced in 2021 data collection year for high TB burden countries only,,1
newrel_f_succ,Outcomes,Outcomes for new and relapse cases in females (all ages): treatment success,,-1,"Notification, Data collection form",2019 -,Introduced in 2021 data collection year for high TB burden countries only,,1
newrel_f014,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 0-14 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_f04,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 0-4 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_f1014,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 10-14 years,,,"Notification, Data collection form",2019 -,Introduced 2020 data collection year to capture more detailed data on childhood and adolescent TB,,1
newrel_f1519,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 15-19 years,,,"Notification, Data collection form",2019 -,Introduced 2020 data collection year to capture more detailed data on childhood and adolescent TB,,1
newrel_f1524,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 15-24 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_f15plus,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 15 years and over,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_f2024,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 20-24 years,,,"Notification, Data collection form",2019 -,Introduced 2020 data collection year to capture more detailed data on childhood and adolescent TB,,1
newrel_f2534,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 25-34 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
newrel_f3544,Notification,New and relapse cases (but only new cases if rel_in_agesex_flg = 0): females aged 35-44 years,,,"Notification, Data collection form",2013-,Introduced with 2013 revision of definitions and reporting framework http://www.who.int/tb/publications/definitions/en/,,1
