country,iso3,g.whoregion,row.rank.new,year.new,source.new,all.areas.covered.new,surv.quality.new,dst.rlt.new,mdr.new,mdr.new.pcnt,mdr.new.pcnt.lo,mdr.new.pcnt.hi,dr.r.nh.new,dr.r.nh.new.pcnt,dr.r.nh.new.pcnt.lo,dr.r.nh.new.pcnt.hi,xpert.new,xpert.dr.r.new,xpert.dr.r.new.pcnt,xpert.dr.r.new.pcnt.lo,xpert.dr.r.new.pcnt.hi,r.rlt.new,rr.new,rr.new.pcnt,rr.new.pcnt.lo,rr.new.pcnt.hi,dst.rlt.hr.new,dst.rlt.hr.new.pcnt,dst.rlt.hr.new.pcnt.lo,dst.rlt.hr.new.pcnt.hi,dst.rlt.rr.new,dst.rlt.rr.new.pcnt,dst.rlt.rr.new.pcnt.lo,dst.rlt.rr.new.pcnt.hi,dr.h.nr.new,dr.h.nr.new.pcnt,dr.h.nr.new.pcnt.lo,dr.h.nr.new.pcnt.hi
Finland,FIN,EUR,4,2018,Surveillance,1,N,127,4,,,,,,,,,,,,,127,4,,,,6,,,,4,,,,,,,
Finland,FIN,EUR,5,2017,Surveillance,1,A,134,4,,,,,,,,,,,,,134,4,,,,11,,,,4,,,,,,,
Finland,FIN,EUR,6,2016,Surveillance,1,A,125,2,,,,0,,,,,,,,,,,,,,,,,,,,,,8,,,
Finland,FIN,EUR,7,2015,Surveillance,1,A,157,7,,,,1,,,,,,,,,,,,,,,,,,,,,,8,,,
Finland,FIN,EUR,8,2014,Surveillance,1,A,150,4,,,,0,,,,,,,,,,,,,,,,,,,,,,8,,,
Finland,FIN,EUR,9,2013,Surveillance,1,A,163,2,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Finland,FIN,EUR,10,2012,Surveillance,1,A,206,3,,,,0,,,,,,,,,,,,,,,,,,,,,,9,,,
Finland,FIN,EUR,11,2011,Surveillance,1,A,238,5,,,,0,,,,,,,,,,,,,,,,,,,,,,11,,,
Finland,FIN,EUR,12,2010,Surveillance,1,A,239,5,,,,1,,,,,,,,,,,,,,,,,,,,,,12,,,
Finland,FIN,EUR,13,2009,Surveillance,1,A,295,4,,,,0,,,,,,,,,,,,,,,,,,,,,,13,,,
Finland,FIN,EUR,14,2008,Surveillance,1,A,238,1,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Finland,FIN,EUR,15,2007,pre-2010 TME data collection,1,A,216,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,16,2006,pre-2010 TME data collection,1,A,250,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Finland,FIN,EUR,17,2005,Surveillance,1,A,198,2,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Finland,FIN,EUR,18,2004,Surveillance,1,A,200,0,,,,0,,,,,,,,,,,,,,,,,,,,,,8,,,
Finland,FIN,EUR,19,2003,Surveillance,1,A,271,2,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Finland,FIN,EUR,20,2002,Surveillance,1,A,325,3,,,,0,,,,,,,,,,,,,,,,,,,,,,7,,,
Finland,FIN,EUR,21,2001,Surveillance,1,A,348,3,,,,0,,,,,,,,,,,,,,,,,,,,,,9,,,
Finland,FIN,EUR,22,2000,Surveillance,1,A,374,1,,,,2,,,,,,,,,,,,,,,,,,,,,,9,,,
Finland,FIN,EUR,23,1999,Surveillance,1,A,371,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Finland,FIN,EUR,24,1997,Surveillance,1,A,410,0,,,,0,,,,,,,,,,,,,,,,,,,,,,19,,,
Fiji,FJI,WPR,1,2006,pre-2010 TME data collection,1,A,43,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,1,2014,Surveillance,1,A,2511,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,2,2009,Surveillance,1,A,2890,13,,,,1,,,,,,,,,,,,,,,,,,,,,,66,,,
France,FRA,EUR,3,2008,pre-2010 TME data collection,1,A,1313,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,4,2007,Surveillance,1,A,1255,12,,,,,,,,,,,,,,,,,,,,,,,,,,69,,,
France,FRA,EUR,5,2006,pre-2010 TME data collection,1,A,1368,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
France,FRA,EUR,6,2005,Surveillance,1,A,1291,14,,,,1,,,,,,,,,,,,,,,,,,,,,,57,,,
France,FRA,EUR,7,2004,Surveillance,1,A,1431,14,,,,2,,,,,,,,,,,,,,,,,,,,,,45,,,
France,FRA,EUR,8,2003,Surveillance,1,A,1485,13,,,,2,,,,,,,,,,,,,,,,,,,,,,67,,,
France,FRA,EUR,9,2002,Surveillance,1,A,1255,11,,,,6,,,,,,,,,,,,,,,,,,,,,,48,,,
France,FRA,EUR,10,2001,Surveillance,1,A,1056,10,,,,1,,,,,,,,,,,,,,,,,,,,,,30,,,
France,FRA,EUR,11,2000,Surveillance,1,A,947,8,,,,0,,,,,,,,,,,,,,,,,,,,,,16,,,
France,FRA,EUR,12,1999,Surveillance,1,A,910,6,,,,1,,,,,,,,,,,,,,,,,,,,,,25,,,
France,FRA,EUR,13,1997,Surveillance,1,A,787,0,,,,2,,,,,,,,,,,,,,,,,,,,,,28,,,
France,FRA,EUR,14,1996,Surveillance,1,A,1491,8,,,,3,,,,,,,,,,,,,,,,,,,,,,43,,,
Micronesia (Federated States of),FSM,WPR,1,2019,Surveillance,1,N,27,0,,,,,,,,,,,,,27,0,,,,1,,,,0,,,,,,,
Micronesia (Federated States of),FSM,WPR,2,2018,Surveillance,1,N,24,0,,,,,,,,,,,,,24,0,,,,1,,,,0,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,1,2020,Surveillance,1,N,1542,23,,,,,,,,,,,,,1546,31,,,,123,,,,31,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,2,2019,Surveillance,1,A,1904,22,,,,,,,,,,,,,1906,27,,,,149,,,,27,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,3,2018,Surveillance,1,A,1919,17,,,,,,,,,,,,,1925,24,,,,142,,,,24,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,4,2017,Surveillance,1,A,2006,24,,,,,,,,,,,,,2011,28,,,,141,,,,28,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,5,2015,Surveillance,1,A,2163,27,,,,4,,,,,,,,,,,,,,,,,,,,,,122,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,6,2014,Surveillance,1,A,2413,29,,,,3,,,,,,,,,,,,,,,,,,,,,,139,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,7,2013,Surveillance,1,A,2526,36,,,,5,,,,,,,,,,,,,,,,,,,,,,145,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,8,2012,Surveillance,1,A,4570,62,,,,8,,,,,,,,,,,,,,,,,,,,,,242,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,9,2011,Surveillance,1,A,4778,66,,,,6,,,,,,,,,,,,,,,,,,,,,,290,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,10,2009,Surveillance,1,A,4010,41,,,,6,,,,,,,,,,,,,,,,,,,,,,227,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,11,2008,pre-2010 TME data collection,1,A,3749,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,12,2007,Surveillance,1,A,3441,34,,,,,,,,,,,,,,,,,,,,,,,,,,205,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,13,2006,pre-2010 TME data collection,1,A,4677,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,14,2005,Surveillance,1,A,3428,23,,,,11,,,,,,,,,,,,,,,,,,,,,,207,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,15,2004,Surveillance,1,A,3105,22,,,,7,,,,,,,,,,,,,,,,,,,,,,196,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,16,2003,Surveillance,1,A,2919,28,,,,14,,,,,,,,,,,,,,,,,,,,,,172,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,17,2002,Surveillance,1,A,3110,22,,,,8,,,,,,,,,,,,,,,,,,,,,,175,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,18,2001,Surveillance,1,A,2752,23,,,,8,,,,,,,,,,,,,,,,,,,,,,168,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,19,2000,Surveillance,1,A,2312,21,,,,7,,,,,,,,,,,,,,,,,,,,,,118,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,20,1999,Surveillance,1,A,2138,10,,,,1,,,,,,,,,,,,,,,,,,,,,,123,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,21,1997,Surveillance,1,A,3053,24,,,,2,,,,,,,,,,,,,,,,,,,,,,129,,,
United Kingdom of Great Britain and Northern Ireland,GBR,EUR,22,1995,Surveillance,1,A,2742,29,,,,5,,,,,,,,,,,,,,,,,,,,,,123,,,
Georgia,GEO,EUR,1,2021,Surveillance,1,A,790,84,,,,,,,,,,,,,953,101,,,,149,,,,88,,,,,,,
Georgia,GEO,EUR,2,2020,Surveillance,1,A,970,100,,,,,,,,,,,,,1064,114,,,,210,,,,106,,,,,,,
Georgia,GEO,EUR,3,2019,Surveillance,1,A,1118,121,,,,,,,,,,,,,1360,165,,,,230,,,,137,,,,,,,
Georgia,GEO,EUR,4,2017,Surveillance,1,A,1231,129,,,,,,,,,,,,,1442,163,,,,250,,,,144,,,,,,,
Georgia,GEO,EUR,5,2016,Surveillance,1,A,1386,142,,,,10,,,,208,20,,,,,,,,,,,,,,,,,165,,,
Georgia,GEO,EUR,6,2015,Surveillance,1,A,1447,168,,,,10,,,,157,19,,,,,,,,,,,,,,,,,152,,,
Georgia,GEO,EUR,7,2014,Surveillance,1,A,1482,172,,,,3,,,,130,14,,,,,,,,,,,,,,,,,183,,,
Georgia,GEO,EUR,8,2013,Surveillance,1,A,1629,183,,,,6,,,,,,,,,,,,,,,,,,,,,,191,,,
Georgia,GEO,EUR,9,2012,Surveillance,1,A,1931,177,,,,12,,,,,,,,,,,,,,,,,,,,,,258,,,
Georgia,GEO,EUR,10,2011,Surveillance,1,A,2197,239,,,,23,,,,,,,,,,,,,,,,,,,,,,274,,,
Georgia,GEO,EUR,11,2010,Surveillance,1,A,1987,188,,,,7,,,,,,,,,,,,,,,,,,,,,,271,,,
Georgia,GEO,EUR,12,2009,Surveillance,1,A,1777,183,,,,11,,,,,,,,,,,,,,,,,,,,,,234,,,
Georgia,GEO,EUR,13,2006,Survey,1,A,799,,6.76,5.08,8.82,,0.88,0.35,1.81,,,,,,,,,,,,,,,,,,,,16.65,13.93,19.73
Ghana,GHA,AFR,1,2020,Surveillance,1,A,8016,5,,,,,,,,,,,,,8016,180,,,,5,,,,180,,,,,,,
Guinea,GIN,AFR,1001,1998,Survey,0,A,539,,0.56,0.11,1.63,,0.19,0,1.03,,,,,,,,,,,,,,,,,,,,8.72,6.41,11.6
Gambia,GMB,AFR,1,2000,Survey,1,A,210,,0.48,0.01,2.62,,0.48,0.01,2.62,,,,,,,,,,,,,,,,,,,,1.9,0.52,4.8
Greece,GRC,EUR,1,2020,Surveillance,1,A,262,4,,,,,,,,,,,,,263,6,,,,15,,,,6,,,,,,,
Greece,GRC,EUR,2,2010,Surveillance,1,A,67,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Greece,GRC,EUR,3,2009,Surveillance,1,A,136,8,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Greece,GRC,EUR,4,2007,Surveillance,1,A,488,13,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,
Greece,GRC,EUR,5,2006,pre-2010 TME data collection,1,A,507,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,GTM,AMR,1,2002,Survey,1,A,668,,2.99,1.83,4.62,,1.2,0.52,2.36,,,,,,,,,,,,,,,,,,,,7.78,5.81,10.21
Guam,GUM,WPR,1,2021,Surveillance,1,A,35,1,,,,,,,,,,,,,35,1,,,,4,,,,1,,,,,,,
Guam,GUM,WPR,2,2020,Surveillance,1,A,37,0,,,,,,,,,,,,,38,0,,,,0,,,,0,,,,,,,
Guam,GUM,WPR,3,2019,Surveillance,1,N,49,2,,,,,,,,,,,,,51,2,,,,7,,,,2,,,,,,,
Guam,GUM,WPR,4,2018,Surveillance,1,A,44,0,,,,,,,,,,,,,44,0,,,,3,,,,0,,,,,,,
Guam,GUM,WPR,5,2017,Surveillance,1,A,56,2,,,,,,,,,,,,,56,2,,,,5,,,,2,,,,,,,
Guam,GUM,WPR,6,2016,Surveillance,1,A,40,2,,,,0,,,,1,0,,,,,,,,,,,,,,,,,5,,,
Guam,GUM,WPR,7,2012,Surveillance,1,A,31,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Guam,GUM,WPR,8,2011,Surveillance,1,A,43,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Guam,GUM,WPR,9,2010,Surveillance,1,A,56,2,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Guam,GUM,WPR,10,2009,Surveillance,1,A,50,1,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,
Guam,GUM,WPR,11,2008,pre-2010 TME data collection,1,A,37,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,12,2007,pre-2010 TME data collection,1,A,38,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,13,2006,pre-2010 TME data collection,1,A,34,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,14,2005,pre-2010 TME data collection,1,A,39,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guam,GUM,WPR,15,2004,pre-2010 TME data collection,1,A,29,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"China, Hong Kong SAR",HKG,WPR,1,2021,Surveillance,1,A,2180,17,,,,,,,,,,,,,2181,22,,,,113,,,,21,,,,,,,
"China, Hong Kong SAR",HKG,WPR,2,2020,Surveillance,1,A,2104,10,,,,,,,,,,,,,2105,14,,,,101,,,,13,,,,,,,
"China, Hong Kong SAR",HKG,WPR,3,2019,Surveillance,1,A,2343,16,,,,,,,,,,,,,2343,19,,,,127,,,,19,,,,,,,
"China, Hong Kong SAR",HKG,WPR,4,2018,Surveillance,1,N,2521,25,,,,,,,,,,,,,2533,37,,,,138,,,,35,,,,,,,
"China, Hong Kong SAR",HKG,WPR,5,2017,Surveillance,1,A,2285,14,,,,,,,,,,,,,2285,20,,,,132,,,,20,,,,,,,
"China, Hong Kong SAR",HKG,WPR,6,2011,Surveillance,1,A,1992,17,,,,6,,,,0,0,,,,,,,,,,,,,,,,,72,,,
"China, Hong Kong SAR",HKG,WPR,7,2009,Surveillance,1,A,2056,15,,,,5,,,,,,,,,,,,,,,,,,,,,,79,,,
"China, Hong Kong SAR",HKG,WPR,8,2008,Surveillance,1,A,2443,8,,,,,,,,,,,,,,,,,,,,,,,,,,96,,,
"China, Hong Kong SAR",HKG,WPR,9,2007,Surveillance,1,A,2593,8,,,,4,,,,,,,,,,,,,,,,,,,,,,90,,,
"China, Hong Kong SAR",HKG,WPR,10,2005,Surveillance,1,A,3271,28,,,,8,,,,,,,,,,,,,,,,,,,,,,136,,,
"China, Hong Kong SAR",HKG,WPR,11,2004,Surveillance,1,A,2682,13,,,,7,,,,,,,,,,,,,,,,,,,,,,85,,,
"China, Hong Kong SAR",HKG,WPR,12,2001,Surveillance,1,A,3470,27,,,,6,,,,,,,,,,,,,,,,,,,,,,164,,,
"China, Hong Kong SAR",HKG,WPR,13,2000,Surveillance,1,A,3479,37,,,,4,,,,,,,,,,,,,,,,,,,,,,178,,,
"China, Hong Kong SAR",HKG,WPR,14,1999,Surveillance,1,A,3460,35,,,,11,,,,,,,,,,,,,,,,,,,,,,170,,,
"China, Hong Kong SAR",HKG,WPR,15,1998,Surveillance,1,A,3753,49,,,,4,,,,,,,,,,,,,,,,,,,,,,209,,,
"China, Hong Kong SAR",HKG,WPR,16,1997,Surveillance,1,A,3432,39,,,,9,,,,,,,,,,,,,,,,,,,,,,160,,,
"China, Hong Kong SAR",HKG,WPR,17,1996,Surveillance,1,A,4424,62,,,,8,,,,,,,,,,,,,,,,,,,,,,208,,,
Honduras,HND,AMR,1,2004,Survey,1,A,457,,1.75,0.76,3.42,,0.44,0.05,1.57,,,,,,,,,,,,,,,,,,,,4.16,2.52,6.42
Croatia,HRV,EUR,1,2018,Surveillance,1,A,224,1,,,,,,,,,,,,,225,1,,,,3,,,,1,,,,,,,
Croatia,HRV,EUR,2,2015,Surveillance,1,A,257,0,,,,0,,,,,,,,,,,,,,,,,,,,,,7,,,
Croatia,HRV,EUR,3,2014,Surveillance,1,A,274,0,,,,0,,,,,,,,,,,,,,,,,,,,,,11,,,
Croatia,HRV,EUR,4,2013,Surveillance,1,A,284,0,,,,0,,,,,,,,,,,,,,,,,,,,,,9,,,
Croatia,HRV,EUR,5,2012,Surveillance,1,A,271,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Croatia,HRV,EUR,6,2011,Surveillance,1,A,353,1,,,,1,,,,,,,,,,,,,,,,,,,,,,10,,,
Croatia,HRV,EUR,7,2006,pre-2010 TME data collection,1,A,614,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Croatia,HRV,EUR,8,2005,Surveillance,1,A,586,3,,,,3,,,,,,,,,,,,,,,,,,,,,,9,,,
Croatia,HRV,EUR,9,2004,Surveillance,1,A,669,3,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Croatia,HRV,EUR,10,2003,Surveillance,1,A,732,4,,,,3,,,,,,,,,,,,,,,,,,,,,,15,,,
Croatia,HRV,EUR,11,2002,Surveillance,1,A,747,4,,,,2,,,,,,,,,,,,,,,,,,,,,,7,,,
Croatia,HRV,EUR,12,2001,Surveillance,1,A,713,2,,,,0,,,,,,,,,,,,,,,,,,,,,,8,,,
Croatia,HRV,EUR,13,2000,Surveillance,1,A,780,1,,,,0,,,,,,,,,,,,,,,,,,,,,,7,,,
Croatia,HRV,EUR,14,1999,Surveillance,1,A,761,2,,,,2,,,,,,,,,,,,,,,,,,,,,,12,,,
Hungary,HUN,EUR,1,2021,Surveillance,1,A,138,5,,,,,,,,,,,,,139,6,,,,15,,,,6,,,,,,,
Hungary,HUN,EUR,2,2020,Surveillance,1,A,155,4,,,,,,,,,,,,,156,6,,,,12,,,,6,,,,,,,
Hungary,HUN,EUR,3,2019,Surveillance,1,N,235,7,,,,,,,,,,,,,243,8,,,,19,,,,8,,,,,,,
Hungary,HUN,EUR,4,2018,Surveillance,1,N,291,8,,,,,,,,,,,,,302,8,,,,23,,,,8,,,,,,,
Hungary,HUN,EUR,5,2010,Surveillance,1,A,484,12,,,,2,,,,,,,,,,,,,,,,,,,,,,29,,,
Hungary,HUN,EUR,6,2009,Surveillance,1,A,395,14,,,,2,,,,,,,,,,,,,,,,,,,,,,22,,,
Indonesia,IDN,SEA,1001,2010,Survey,0,A,1404,,2,1,3,,1.5,0.9,2.1,,,,,,,,,,,,,,,,,,,,6.3,4.5,8.2
Indonesia,IDN,SEA,1002,2006,Survey,0,A,1126,,1.8,1,2.6,,0.3,0,0.7,,,,,,,,,,,,,,,,,,,,9.6,7.7,11.5
Indonesia,IDN,SEA,1003,2004,Survey,0,A,101,,1.98,0.24,6.97,,0,0,2.92,,,,,,,,,,,,,,,,,,,,10.89,5.56,18.65
India,IND,SEA,1,2016,Survey,1,A,3064,,2.8,2.3,3.5,,,,,3075,,2.8,2,3.5,3064,,2.8,2.3,3.5,,11.1,10,12.2,,2.8,2.3,3.5,,,,
India,IND,SEA,1001,2009,Survey,0,A,1541,,2.1,1.4,2.9,,0.6,0.2,0.9,,,,,,,,,,,,,,,,,,,,7.6,6.2,9.1
India,IND,SEA,1002,2006,Survey,0,A,1571,,2.36,1.66,3.25,,0.19,0.04,0.56,,,,,,,,,,,,,,,,,,,,8.66,7.26,10.24
India,IND,SEA,1003,2004,Survey,0,A,305,,1.97,0.73,4.23,,1.64,0.53,3.78,,,,,,,,,,,,,,,,,,,,6.89,4.31,10.33
India,IND,SEA,1004,2001,Survey,0,A,197,,0.51,0.01,2.8,,0,0,1.51,,,,,,,,,,,,,,,,,,,,14.72,10.09,20.45
India,IND,SEA,1005,2001,Survey,0,A,263,,3.04,1.32,5.91,,0,0,1.13,,,,,,,,,,,,,,,,,,,,7.22,4.41,11.05
India,IND,SEA,1006,2001,Survey,0,A,282,,0.71,0.09,2.54,,0,0,1.06,,,,,,,,,,,,,,,,,,,,1.77,0.58,4.09
India,IND,SEA,1007,1999,Survey,0,A,282,,2.84,1.23,5.51,,0,0,1.06,,,,,,,,,,,,,,,,,,,,20.57,16,25.76
India,IND,SEA,1008,1999,Survey,0,A,278,,2.52,1.02,5.12,,0,0,1.07,,,,,,,,,,,,,,,,,,,,16.19,12.06,21.05
India,IND,SEA,1009,1997,Survey,0,A,384,,3.39,1.81,5.72,,1.04,0.28,2.65,,,,,,,,,,,,,,,,,,,,11.98,8.91,15.65
Ireland,IRL,EUR,1,2015,Surveillance,1,A,94,1,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Ireland,IRL,EUR,2,2014,Surveillance,1,A,122,2,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Ireland,IRL,EUR,3,2013,Surveillance,1,A,131,2,,,,0,,,,,,,,,,,,,,,,,,,,,,16,,,
Ireland,IRL,EUR,4,2012,Surveillance,1,A,190,2,,,,0,,,,,,,,,,,,,,,,,,,,,,8,,,
Ireland,IRL,EUR,5,2011,Surveillance,1,A,184,0,,,,0,,,,,,,,,,,,,,,,,,,,,,7,,,
Ireland,IRL,EUR,6,2010,Surveillance,1,A,220,2,,,,2,,,,,,,,,,,,,,,,,,,,,,11,,,
Ireland,IRL,EUR,7,2009,Surveillance,1,A,252,0,,,,0,,,,,,,,,,,,,,,,,,,,,,13,,,
Ireland,IRL,EUR,8,2007,pre-2010 TME data collection,1,A,127,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,9,2006,pre-2010 TME data collection,1,A,145,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ireland,IRL,EUR,10,2005,Surveillance,1,A,200,1,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Ireland,IRL,EUR,11,2004,Surveillance,1,A,197,2,,,,2,,,,,,,,,,,,,,,,,,,,,,8,,,
Ireland,IRL,EUR,12,2003,Surveillance,1,A,191,1,,,,0,,,,,,,,,,,,,,,,,,,,,,7,,,
Ireland,IRL,EUR,13,2002,Surveillance,1,A,186,0,,,,0,,,,,,,,,,,,,,,,,,,,,,8,,,
Ireland,IRL,EUR,14,2001,Surveillance,1,A,67,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Ireland,IRL,EUR,15,2000,Surveillance,1,A,136,1,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Ireland,IRL,EUR,16,1999,Surveillance,1,A,101,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Iran (Islamic Republic of),IRN,EMR,1,2014,Survey,1,A,1047,,0.8,0.3,1.4,,0.5,0.2,1.1,,,,,,,,,,,,,,,,,,,,2,1.3,3.1
Iran (Islamic Republic of),IRN,EMR,2,1998,Survey,1,A,666,,4.95,3.41,6.96,,1.2,0.52,2.37,,,,,,,,,,,,,,,,,,,,4.8,3.29,6.78
Iraq,IRQ,EMR,1,2013,Survey,1,A,956,,1.1,0.3,1.8,,5,3.9,7.1,,,,,,,,,,,,,,,,,,,,6.7,4.6,9.6
Iceland,ISL,EUR,1,2019,Surveillance,1,N,4,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
Iceland,ISL,EUR,2,2017,Surveillance,1,A,7,0,,,,,,,,,,,,,7,0,,,,0,,,,0,,,,,,,
Iceland,ISL,EUR,3,2016,Surveillance,1,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,4,2015,Surveillance,1,A,3,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,5,2014,Surveillance,1,A,3,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,6,2013,Surveillance,1,A,3,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,7,2012,Surveillance,1,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,8,2011,Surveillance,1,A,4,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,9,2010,Surveillance,1,A,19,0,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Iceland,ISL,EUR,10,2009,Surveillance,1,A,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Iceland,ISL,EUR,11,2008,Surveillance,1,A,5,1,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,
Iceland,ISL,EUR,12,2007,pre-2010 TME data collection,1,A,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,13,2006,pre-2010 TME data collection,1,A,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Iceland,ISL,EUR,14,2005,Surveillance,1,A,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,15,2004,Surveillance,1,A,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Iceland,ISL,EUR,16,2003,Surveillance,1,A,4,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,17,2002,Surveillance,1,A,6,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,18,2001,Surveillance,1,A,11,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Iceland,ISL,EUR,19,2000,Surveillance,1,A,8,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Iceland,ISL,EUR,20,1999,Surveillance,1,A,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Israel,ISR,EUR,1,2021,Surveillance,1,A,103,9,,,,,,,,,,,,,103,9,,,,17,,,,9,,,,,,,
Israel,ISR,EUR,2,2020,Surveillance,1,A,89,5,,,,,,,,,,,,,89,5,,,,12,,,,5,,,,,,,
Israel,ISR,EUR,3,2019,Surveillance,1,N,105,9,,,,,,,,,,,,,105,9,,,,14,,,,9,,,,,,,
Israel,ISR,EUR,4,2018,Surveillance,1,A,154,13,,,,,,,,,,,,,154,15,,,,23,,,,15,,,,,,,
Israel,ISR,EUR,5,2017,Surveillance,1,A,129,7,,,,,,,,,,,,,129,7,,,,16,,,,7,,,,,,,
Israel,ISR,EUR,6,2016,Surveillance,1,A,121,9,,,,0,,,,,,,,,,,,,,,,,,,,,,11,,,
Israel,ISR,EUR,7,2015,Surveillance,1,A,147,10,,,,3,,,,,,,,,,,,,,,,,,,,,,7,,,
Israel,ISR,EUR,8,2014,Surveillance,1,A,198,13,,,,1,,,,,,,,,,,,,,,,,,,,,,11,,,
Israel,ISR,EUR,9,2013,Surveillance,1,A,156,6,,,,0,,,,,,,,,,,,,,,,,,,,,,10,,,
Israel,ISR,EUR,10,2012,Surveillance,1,A,318,15,,,,0,,,,,,,,,,,,,,,,,,,,,,25,,,
