country,iso3,g_whoregion,row_rank_ret,year_ret,source_ret,all_areas_covered_ret,surv_quality_ret,dst_rlt_ret,mdr_ret,mdr_ret_pcnt,mdr_ret_pcnt_lo,mdr_ret_pcnt_hi,dr_r_nh_ret,dr_r_nh_ret_pcnt,dr_r_nh_ret_pcnt_lo,dr_r_nh_ret_pcnt_hi,xpert_ret,xpert_dr_r_ret,xpert_dr_r_ret_pcnt,xpert_dr_r_ret_pcnt_lo,xpert_dr_r_ret_pcnt_hi,r_rlt_ret,rr_ret,rr_ret_pcnt,rr_ret_pcnt_lo,rr_ret_pcnt_hi,dst_rlt_hr_ret,dst_rlt_hr_ret_pcnt,dst_rlt_hr_ret_pcnt_lo,dst_rlt_hr_ret_pcnt_hi,dst_rlt_rr_ret,dst_rlt_rr_ret_pcnt,dst_rlt_rr_ret_pcnt_lo,dst_rlt_rr_ret_pcnt_hi,dr_h_nr_ret,dr_h_nr_ret_pcnt,dr_h_nr_ret_pcnt_lo,dr_h_nr_ret_pcnt_hi
Albania,ALB,EUR,1,2021,Surveillance,1,A,4,0,,,,,,,,,,,,,4,1,,,,1,,,,1,,,,,,,
Albania,ALB,EUR,2,2012,Surveillance,1,A,15,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,,2,,,
Albania,ALB,EUR,3,2011,Surveillance,1,A,11,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Albania,ALB,EUR,4,2010,Surveillance,1,A,19,1,,,,1,,,,,,,,,,,,,,,,,,,,,,5,,,
Algeria,DZA,AFR,1,2002,Survey,1,A,22,,9.1,1.1,29.2,,,,,,,,,,,,,,,,,,,,,,,,,,
Algeria,DZA,AFR,2,1988,Survey,1,A,52,,11.5,4.4,23.4,,,,,,,,,,,,,,,,,,,,,,,,,,
American Samoa,ASM,WPR,1,2018,Surveillance,1,R,1,0,,,,,,,,,,,,,1,1,,,,0,,,,0,,,,,,,
Andorra,AND,EUR,1,2014,Surveillance,1,A,1,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Andorra,AND,EUR,2,2011,Surveillance,1,A,1,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Andorra,AND,EUR,3,2009,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Andorra,AND,EUR,4,2000,Surveillance,1,A,1,0,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Argentina,ARG,AMR,1,2005,Survey,1,A,136,,15.44,9.82,22.63,,2.94,.8100000000000001,7.36,,,,,,,,,,,,,,,,,,,,2.94,.8100000000000001,7.36
Argentina,ARG,AMR,2,1999,Survey,1,A,149,,9.4,5.23,15.26,,.67,.02,3.68,,,,,,,,,,,,,,,,,,,,6.71,3.27,12
Armenia,ARM,EUR,1,2021,Surveillance,1,A,47,18,,,,,,,,,,,,,47,20,,,,18,,,,20,,,,,,,
Armenia,ARM,EUR,2,2020,Surveillance,1,A,45,23,,,,,,,,,,,,,48,24,,,,29,,,,24,,,,,,,
Armenia,ARM,EUR,3,2019,Surveillance,1,A,65,23,,,,,,,,,,,,,66,27,,,,33,,,,27,,,,,,,
Armenia,ARM,EUR,4,2017,Surveillance,1,A,108,41,,,,,,,,,,,,,108,48,,,,52,,,,48,,,,,,,
Armenia,ARM,EUR,5,2016,Surveillance,1,A,104,60,,,,7,,,,0,0,,,,,,,,,,,,,,,,,13,,,
Armenia,ARM,EUR,6,2007,Survey,1,A,340,,43.24,37.9,48.69,,3.82,2.05,6.45,,,,,,,,,,,,,,,,,,,,20,15.88,24.65
Australia,AUS,WPR,1,2019,Surveillance,1,A,31,3,,,,,,,,,,,,,32,3,,,,5,,,,3,,,,,,,
Australia,AUS,WPR,2,2018,Surveillance,1,A,41,4,,,,,,,,,,,,,41,4,,,,10,,,,4,,,,,,,
Australia,AUS,WPR,3,2017,Surveillance,1,A,25,6,,,,,,,,,,,,,26,6,,,,9,,,,6,,,,,,,
Australia,AUS,WPR,4,2015,Surveillance,1,A,25,6,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Australia,AUS,WPR,5,2014,Surveillance,1,A,40,4,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Australia,AUS,WPR,6,2013,Surveillance,1,A,24,1,,,,2,,,,1,0,,,,,,,,,,,,,,,,,4,,,
Australia,AUS,WPR,7,2012,Surveillance,1,A,31,2,,,,0,,,,1,0,,,,,,,,,,,,,,,,,6,,,
Australia,AUS,WPR,8,2011,Surveillance,1,A,26,7,,,,0,,,,1,0,,,,,,,,,,,,,,,,,2,,,
Australia,AUS,WPR,9,2010,Surveillance,1,A,48,11,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Austria,AUT,EUR,1,2016,Surveillance,1,R,17,3,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Austria,AUT,EUR,2,2015,Surveillance,1,A,12,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Austria,AUT,EUR,3,2014,Surveillance,1,A,19,7,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Austria,AUT,EUR,4,2013,Surveillance,1,A,24,9,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Austria,AUT,EUR,5,2012,Surveillance,1,A,25,9,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Austria,AUT,EUR,6,2011,Surveillance,1,A,11,2,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Austria,AUT,EUR,7,2010,Surveillance,1,A,16,3,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Austria,AUT,EUR,8,2009,Surveillance,1,A,23,8,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Austria,AUT,EUR,9,2008,Surveillance,1,A,31,4,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Austria,AUT,EUR,10,2007,Surveillance,1,A,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,11,2006,pre-2010 TME data collection,1,A,11,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Austria,AUT,EUR,12,2005,Surveillance,1,A,16,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Austria,AUT,EUR,13,2004,Surveillance,1,A,13,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Austria,AUT,EUR,14,2003,Surveillance,1,A,14,1,,,,2,,,,,,,,,,,,,,,,,,,,,,3,,,
Austria,AUT,EUR,15,2002,Surveillance,1,A,7,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Austria,AUT,EUR,16,2001,Surveillance,1,A,41,1,,,,1,,,,,,,,,,,,,,,,,,,,,,4,,,
Austria,AUT,EUR,17,2000,Surveillance,1,A,67,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Austria,AUT,EUR,18,1999,Surveillance,1,A,53,3,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Azerbaijan,AZE,EUR,1,2021,Surveillance,1,A,2159,276,,,,,,,,,,,,,2159,487,,,,450,,,,487,,,,,,,
Azerbaijan,AZE,EUR,2,2019,Surveillance,1,A,1951,303,,,,,,,,,,,,,2183,533,,,,431,,,,533,,,,,,,
Azerbaijan,AZE,EUR,3,2018,Surveillance,1,A,2522,478,,,,,,,,,,,,,2743,701,,,,679,,,,701,,,,,,,
Azerbaijan,AZE,EUR,4,2016,Surveillance,1,R,1567,616,,,,36,,,,221,54,,,,,,,,,,,,,,,,,219,,,
Azerbaijan,AZE,EUR,5,2013,Survey,1,A,240,,27.5,22,33.6,,1.6,.2,5.7,,,,,,,,,,,,,,,,,,,,28.5,21.9,35.9
Bahamas,BHS,AMR,1,2020,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Bahamas,BHS,AMR,2,2015,Surveillance,1,R,2,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Bahamas,BHS,AMR,3,2013,Surveillance,1,R,3,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Bahamas,BHS,AMR,4,2011,Surveillance,1,A,1,0,,,,1,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Bahamas,BHS,AMR,5,2010,Surveillance,1,A,2,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Bahrain,BHR,EMR,1,2018,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Bahrain,BHR,EMR,2,2012,Surveillance,1,A,1,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Bangladesh,BGD,SEA,1,2019,Survey,1,A,123,,11.4,7.2,17.5,,,,,,,,,,156,,12.2,8.9,16.5,,17.9,12.7,24.6,,13,9.5,17.6,,6.5,4,10.5
Bangladesh,BGD,SEA,2,2011,Survey,1,A,291,,28.5,23.5,34.1,,.4,0,2.7,,,,,,,,,,,,,,,,,,,,6.7,4,10
Barbados,BRB,AMR,1,2020,Surveillance,1,A,1,0,,,,,,,,,,,,,1,0,,,,0,,,,0,,,,,,,
Belarus,BLR,EUR,1,2021,Surveillance,1,A,499,354,,,,,,,,,,,,,499,367,,,,373,,,,367,,,,,,,
Belarus,BLR,EUR,2,2020,Surveillance,1,A,569,423,,,,,,,,,,,,,569,424,,,,442,,,,424,,,,,,,
Belarus,BLR,EUR,3,2019,Surveillance,1,A,523,305,,,,,,,,,,,,,523,313,,,,305,,,,313,,,,,,,
Belarus,BLR,EUR,4,2018,Surveillance,1,A,612,425,,,,,,,,,,,,,612,425,,,,,,,,425,,,,,,,
Belarus,BLR,EUR,5,2017,Surveillance,1,A,700,459,,,,,,,,,,,,,700,468,,,,,,,,468,,,,,,,
Belarus,BLR,EUR,6,2016,Surveillance,1,A,793,568,,,,0,,,,1,1,,,,,,,,,,,,,,,,,27,,,
Belarus,BLR,EUR,7,2015,Surveillance,1,A,873,597,,,,3,,,,14,14,,,,,,,,,,,,,,,,,0,,,
Belarus,BLR,EUR,8,2014,Surveillance,1,A,845,584,,,,4,,,,32,11,,,,,,,,,,,,,,,,,4,,,
Belarus,BLR,EUR,9,2013,Surveillance,1,A,1097,598,,,,8,,,,,,,,,,,,,,,,,,,,,,1,,,
Belarus,BLR,EUR,10,2012,Surveillance,1,A,1183,811,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belarus,BLR,EUR,11,2011,Survey,1,A,410,,75.59999999999999,72.09999999999999,78.8,,1.5,.8,2.8,,,,,,,,,,,,,,,,,,,,2.2,1.3,3.7
Belgium,BEL,EUR,1,2015,Surveillance,1,A,34,2,,,,1,,,,,,,,,,,,,,,,,,,,,,3,,,
Belgium,BEL,EUR,2,2014,Surveillance,1,A,47,1,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Belgium,BEL,EUR,3,2013,Surveillance,1,A,41,1,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Belgium,BEL,EUR,4,2012,Surveillance,1,A,53,7,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Belgium,BEL,EUR,5,2011,Surveillance,1,A,33,4,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Belgium,BEL,EUR,6,2010,Surveillance,1,A,59,9,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Belgium,BEL,EUR,7,2009,Surveillance,1,A,53,3,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,
Belgium,BEL,EUR,8,2008,Surveillance,1,A,48,6,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,
Belgium,BEL,EUR,9,2007,pre-2010 TME data collection,1,A,52,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Belgium,BEL,EUR,10,2006,Surveillance,1,A,57,8,,,,0,,,,,,,,,,,,,,,,,,,,,,3,,,
Belgium,BEL,EUR,11,2005,Surveillance,1,A,41,3,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Belgium,BEL,EUR,12,2004,Surveillance,1,A,65,5,,,,0,,,,,,,,,,,,,,,,,,,,,,2,,,
Belgium,BEL,EUR,13,2003,Surveillance,1,A,65,1,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Belgium,BEL,EUR,14,2002,Surveillance,1,A,57,4,,,,0,,,,,,,,,,,,,,,,,,,,,,4,,,
Belgium,BEL,EUR,15,2001,Surveillance,1,A,74,1,,,,1,,,,,,,,,,,,,,,,,,,,,,2,,,
Belgium,BEL,EUR,16,2000,Surveillance,1,A,78,4,,,,1,,,,,,,,,,,,,,,,,,,,,,6,,,
Belize,BLZ,AMR,1,2013,Surveillance,1,R,3,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Benin,BEN,AFR,1,2016,Surveillance,1,R,226,15,,,,0,,,,0,0,,,,,,,,,,,,,,,,,3,,,
Benin,BEN,AFR,2,2014,Surveillance,1,R,165,8,,,,1,,,,20,6,,,,,,,,,,,,,,,,,0,,,
Benin,BEN,AFR,3,2011,Surveillance,1,R,152,20,,,,6,,,,0,0,,,,,,,,,,,,,,,,,9,,,
Benin,BEN,AFR,4,2010,Survey,1,A,45,,13.3,5.5,27.5,,13.3,5.5,27.5,,,,,,,,,,,,,,,,,,,,17.8,8.5,32.6
Bhutan,BTN,SEA,1,2017,Surveillance,1,A,9,3,,,,,,,,,,,,,9,3,,,,4,,,,3,,,,,,,
Bhutan,BTN,SEA,2,2016,Surveillance,1,A,33,4,,,,0,,,,5,3,,,,,,,,,,,,,,,,,0,,,
Bhutan,BTN,SEA,3,2011,Survey,1,R,40,,35,20.6,51.7,,2.5,.1,13.2,,,,,,,,,,,,,,,,,,,,10,2.8,23.7
Bolivia (Plurinational State of),BOL,AMR,1,2020,Surveillance,1,A,366,22,,,,,,,,,,,,,366,48,,,,48,,,,48,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,2,2018,Surveillance,1,R,257,19,,,,,,,,,,,,,319,45,,,,19,,,,19,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,3,2016,Surveillance,1,R,520,42,,,,8,,,,0,0,,,,,,,,,,,,,,,,,21,,,
Bolivia (Plurinational State of),BOL,AMR,4,2015,Surveillance,1,R,460,49,,,,8,,,,0,0,,,,,,,,,,,,,,,,,30,,,
Bolivia (Plurinational State of),BOL,AMR,5,2014,Surveillance,1,R,510,52,,,,28,,,,0,,,,,,,,,,,,,,,,,,35,,,
Bolivia (Plurinational State of),BOL,AMR,6,2012,Surveillance,1,R,634,71,,,,18,,,,0,0,,,,,,,,,,,,,,,,,56,,,
Bolivia (Plurinational State of),BOL,AMR,7,2011,Surveillance,1,R,597,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia (Plurinational State of),BOL,AMR,8,2010,Surveillance,1,R,664,106,,,,4,,,,,,,,,,,,,,,,,,,,,,56,,,
Bolivia (Plurinational State of),BOL,AMR,9,2009,Surveillance,1,R,670,60,,,,11,,,,,,,,,,,,,,,,,,,,,,44,,,
Bolivia (Plurinational State of),BOL,AMR,10,1996,Survey,1,A,107,,4.67,1.53,10.57,,14.02,8.06,22.07,,,,,,,,,,,,,,,,,,,,5.61,2.09,11.81
Bosnia and Herzegovina,BIH,EUR,1,2021,Surveillance,1,A,24,,,,,,,,,,,,,,24,1,,,,0,,,,1,,,,,,,
Bosnia and Herzegovina,BIH,EUR,2,2016,Surveillance,1,A,52,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Bosnia and Herzegovina,BIH,EUR,3,2013,Surveillance,1,A,63,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Bosnia and Herzegovina,BIH,EUR,4,2012,Surveillance,1,A,66,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,2,,,
Bosnia and Herzegovina,BIH,EUR,5,2011,Surveillance,1,A,41,4,,,,0,,,,0,0,,,,,,,,,,,,,,,,,1,,,
Bosnia and Herzegovina,BIH,EUR,6,2010,Surveillance,1,A,47,1,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Bosnia and Herzegovina,BIH,EUR,7,2009,Surveillance,1,A,66,2,,,,0,,,,,,,,,,,,,,,,,,,,,,6,,,
Bosnia and Herzegovina,BIH,EUR,8,2007,pre-2010 TME data collection,1,A,156,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,9,2006,pre-2010 TME data collection,1,A,93,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bosnia and Herzegovina,BIH,EUR,10,2005,Surveillance,1,A,106,7,,,,7,,,,,,,,,,,,,,,,,,,,,,7,,,
Bosnia and Herzegovina,BIH,EUR,11,2004,Surveillance,1,A,77,6,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Bosnia and Herzegovina,BIH,EUR,12,2003,Surveillance,1,A,91,1,,,,5,,,,,,,,,,,,,,,,,,,,,,9,,,
Bosnia and Herzegovina,BIH,EUR,13,2002,Surveillance,1,A,100,2,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Bosnia and Herzegovina,BIH,EUR,14,2001,Surveillance,1,A,154,2,,,,3,,,,,,,,,,,,,,,,,,,,,,0,,,
Bosnia and Herzegovina,BIH,EUR,15,2000,Surveillance,1,A,153,3,,,,6,,,,,,,,,,,,,,,,,,,,,,2,,,
Bosnia and Herzegovina,BIH,EUR,16,1999,Surveillance,1,A,121,3,,,,7,,,,,,,,,,,,,,,,,,,,,,3,,,
Botswana,BWA,AFR,1,2008,Survey,1,A,137,,6.6,2.4,10.7,,6.6,2.4,10.7,,,,,,,,,,,,,,,,,,,,3.7,.5,6.8
Botswana,BWA,AFR,2,2002,Survey,1,A,106,,10.38,5.3,17.81,,1.89,.23,6.65,,,,,,,,,,,,,,,,,,,,3.77,1.04,9.380000000000001
Botswana,BWA,AFR,3,1999,Survey,1,A,145,,8.970000000000001,4.86,14.84,,4.14,1.53,8.789999999999999,,,,,,,,,,,,,,,,,,,,7.59,3.85,13.17
Botswana,BWA,AFR,4,1996,Survey,1,A,114,,6.14,2.5,12.24,,1.75,.21,6.19,,,,,,,,,,,,,,,,,,,,4.39,1.44,9.94
Brunei Darussalam,BRN,WPR,1,2021,Surveillance,1,A,14,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,2,2020,Surveillance,1,A,16,0,,,,,,,,,,,,,16,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,3,2019,Surveillance,1,A,14,0,,,,,,,,,,,,,14,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,4,2018,Surveillance,1,A,4,0,,,,,,,,,,,,,4,0,,,,0,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,5,2017,Surveillance,1,A,9,0,,,,,,,,,,,,,9,0,,,,2,,,,0,,,,,,,
Brunei Darussalam,BRN,WPR,6,2016,Surveillance,1,A,5,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,7,2015,Surveillance,1,A,8,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,8,2014,Surveillance,1,A,5,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,9,2013,Surveillance,1,A,6,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,10,2012,Surveillance,1,A,14,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,11,2011,Surveillance,1,A,8,0,,,,0,,,,0,0,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,12,2010,Surveillance,1,A,5,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Brunei Darussalam,BRN,WPR,13,2009,Surveillance,1,A,13,0,,,,0,,,,,,,,,,,,,,,,,,,,,,0,,,
Bulgaria,BGR,EUR,1,2018,Surveillance,1,A,72,14,,,,,,,,,,,,,75,16,,,,19,,,,16,,,,,,,
Bulgaria,BGR,EUR,2,2016,Surveillance,1,A,81,14,,,,1,,,,,,,,,,,,,,,,,,,,,,10,,,
Bulgaria,BGR,EUR,3,2012,Surveillance,1,A,142,33,,,,2,,,,,,,,,,,,,,,,,,,,,,19,,,
Bulgaria,BGR,EUR,4,2011,Surveillance,1,S,145,37,,,,4,,,,,,,,,,,,,,,,,,,,,,18,,,
Bulgaria,BGR,EUR,5,2010,Surveillance,1,A,165,40,,,,7,,,,,,,,,,,,,,,,,,,,,,18,,,
Cabo Verde,CPV,AFR,1,2021,Surveillance,1,R,11,0,,,,,,,,,,,,,11,1,,,,0,,,,1,,,,,,,
Cabo Verde,CPV,AFR,2,2020,Surveillance,1,R,9,0,,,,,,,,,,,,,9,0,,,,0,,,,0,,,,,,,
Cambodia,KHM,WPR,1,2007,Survey,1,A,56,,10.7,4,21.9,,0,0,6.4,,,,,,,,,,,,,,,,,,,,7.1,2,17.3
Cambodia,KHM,WPR,2,2001,Survey,1,A,96,,3.13,.65,8.859999999999999,,0,0,3.07,,,,,,,,,,,,,,,,,,,,13.54,7.41,22.04
Canada,CAN,AMR,1,2015,Surveillance,1,A,64,4,,,,0,,,,,,,,,,,,,,,,,,,,,,1,,,
Canada,CAN,AMR,2,2014,Surveillance,1,A,56,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,6,,,
Canada,CAN,AMR,3,2013,Surveillance,1,A,65,3,,,,0,,,,0,0,,,,,,,,,,,,,,,,,2,,,
Canada,CAN,AMR,4,2012,Surveillance,1,A,63,1,,,,0,,,,0,0,,,,,,,,,,,,,,,,,4,,,
Canada,CAN,AMR,5,2010,Surveillance,1,A,51,0,,,,0,,,,,,,,,,,,,,,,,,,,,,5,,,
Canada,CAN,AMR,6,2009,Surveillance,1,A,70,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,7,2008,Surveillance,1,A,91,4,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,
Canada,CAN,AMR,8,2007,pre-2010 TME data collection,1,A,84,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Canada,CAN,AMR,9,2006,Surveillance,1,A,106,2,,,,0,,,,,,,,,,,,,,,,,,,,,,13,,,
Chile,CHL,AMR,1,2021,Surveillance,1,A,178,4,,,,,,,,,,,,,179,13,,,,14,,,,13,,,,,,,
Chile,CHL,AMR,2,2020,Surveillance,1,A,167,3,,,,,,,,,,,,,173,6,,,,6,,,,6,,,,,,,
Chile,CHL,AMR,3,2019,Surveillance,1,A,203,7,,,,,,,,,,,,,221,18,,,,14,,,,18,,,,,,,
Chile,CHL,AMR,4,2017,Surveillance,1,A,101,1,,,,,,,,,,,,,101,6,,,,3,,,,6,,,,,,,
Chile,CHL,AMR,5,2015,Surveillance,1,A,160,5,,,,4,,,,1,0,,,,,,,,,,,,,,,,,6,,,
Chile,CHL,AMR,6,2014,Surveillance,1,A,179,1,,,,1,,,,0,0,,,,,,,,,,,,,,,,,7,,,
Chile,CHL,AMR,7,2013,Surveillance,1,R,176,8,,,,3,,,,0,0,,,,,,,,,,,,,,,,,5,,,
Chile,CHL,AMR,8,2012,Surveillance,1,R,172,5,,,,5,,,,0,0,,,,,,,,,,,,,,,,,5,,,
Chile,CHL,AMR,9,2011,Surveillance,1,R,277,9,,,,9,,,,0,0,,,,,,,,,,,,,,,,,23,,,
Chile,CHL,AMR,10,2010,Surveillance,1,R,276,8,,,,12,,,,,,,,,,,,,,,,,,,,,,29,,,
Chile,CHL,AMR,11,2009,Surveillance,1,R,221,20,,,,3,,,,,,,,,,,,,,,,,,,,,,17,,,
Chile,CHL,AMR,12,2008,Surveillance,1,R,199,6,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,
Chile,CHL,AMR,13,2001,Survey,1,A,291,,3.78,1.9,6.66,,2.06,.76,4.43,,,,,,,,,,,,,,,,,,,,7.56,4.8,11.22
Chile,CHL,AMR,14,1997,Survey,1,A,149,,4.7,1.91,9.44,,1.34,.16,4.76,,,,,,,,,,,,,,,,,,,,6.04,2.8,11.16
China,CHN,WPR,1,2020,Surveillance,1,A,29160,5619,,,,,,,,,,,,,36433,6937,,,,8241,,,,6937,,,,,,,
China,CHN,WPR,2,2019,Surveillance,1,R,29204,4746,,,,,,,,,,,,,35200,8256,,,,6175,,,,5902,,,,,,,
China,CHN,WPR,3,2018,Surveillance,1,R,34990,4322,,,,,,,,,,,,,34990,7325,,,,5850,,,,7325,,,,,,,
China,CHN,WPR,4,2013,Survey,1,A,758,,17.51,14,21.02,,6.57,4.85,8.289999999999999,758,,24.08,20.32,27.84,,,,,,,,,,,,,,,8.199999999999999,5.94,10.47
China,CHN,WPR,5,2007,Survey,1,A,892,,25.6,21.5,29.8,,4.1,2.9,5.7,,,,,,,,,,,,,,,,,,,,13.23,10.95,15.84
"China, Hong Kong SAR",HKG,WPR,1,2021,Surveillance,1,A,151,4,,,,,,,,,,,,,151,6,,,,10,,,,6,,,,,,,
"China, Hong Kong SAR",HKG,WPR,2,2020,Surveillance,1,A,159,1,,,,,,,,,,,,,159,2,,,,10,,,,2,,,,,,,
"China, Hong Kong SAR",HKG,WPR,3,2019,Surveillance,1,A,176,5,,,,,,,,,,,,,176,5,,,,29,,,,5,,,,,,,
"China, Hong Kong SAR",HKG,WPR,4,2017,Surveillance,1,A,194,8,,,,,,,,,,,,,194,9,,,,22,,,,9,,,,,,,
"China, Hong Kong SAR",HKG,WPR,5,2011,Surveillance,1,A,207,6,,,,1,,,,0,0,,,,,,,,,,,,,,,,,6,,,
"China, Hong Kong SAR",HKG,WPR,6,2009,Surveillance,1,A,234,6,,,,0,,,,,,,,,,,,,,,,,,,,,,12,,,
"China, Hong Kong SAR",HKG,WPR,7,2008,Surveillance,1,A,310,10,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,
"China, Hong Kong SAR",HKG,WPR,8,2007,Surveillance,1,A,335,6,,,,0,,,,,,,,,,,,,,,,,,,,,,24,,,
"China, Hong Kong SAR",HKG,WPR,9,2005,Surveillance,1,A,163,13,,,,3,,,,,,,,,,,,,,,,,,,,,,15,,,
"China, Hong Kong SAR",HKG,WPR,10,2004,Surveillance,1,A,373,14,,,,1,,,,,,,,,,,,,,,,,,,,,,25,,,
"China, Hong Kong SAR",HKG,WPR,11,2001,Surveillance,1,A,169,19,,,,0,,,,,,,,,,,,,,,,,,,,,,13,,,
"China, Hong Kong SAR",HKG,WPR,12,2000,Surveillance,1,A,207,19,,,,0,,,,,,,,,,,,,,,,,,,,,,22,,,
"China, Hong Kong SAR",HKG,WPR,13,1999,Surveillance,1,A,220,17,,,,0,,,,,,,,,,,,,,,,,,,,,,19,,,
"China, Hong Kong SAR",HKG,WPR,14,1998,Surveillance,1,A,266,30,,,,4,,,,,,,,,,,,,,,,,,,,,,19,,,
"China, Hong Kong SAR",HKG,WPR,15,1997,Surveillance,1,A,314,24,,,,5,,,,,,,,,,,,,,,,,,,,,,36,,,
"China, Hong Kong SAR",HKG,WPR,16,1996,Surveillance,1,A,783,75,,,,16,,,,,,,,,,,,,,,,,,,,,,61,,,
"China, Macao SAR",MAC,WPR,1,2021,Surveillance,1,A,30,2,,,,,,,,,,,,,30,2,,,,5,,,,2,,,,,,,
"China, Macao SAR",MAC,WPR,2,2020,Surveillance,1,A,23,0,,,,,,,,,,,,,23,0,,,,2,,,,0,,,,,,,
"China, Macao SAR",MAC,WPR,3,2019,Surveillance,1,A,16,0,,,,,,,,,,,,,17,1,,,,0,,,,0,,,,,,,
"China, Macao SAR",MAC,WPR,4,2018,Surveillance,1,A,25,3,,,,,,,,,,,,,25,3,,,,4,,,,3,,,,,,,
